Experiment ID                :  IteratedPrisonersDilemma
Problem Type                 :  IPD
Data Input File Name         :  indata.IPD.txt
Number of Runs               :  50
Generations per Run          :  500
Population Size              :  1000
Selection Method             :  2
Fitness Scaling Type         :  0
Min or Max Fitness           :  max
Crossover Type               :  5
Crossover Rate               :  1.0
Mutation Type                :  1
Mutation Rate                :  0.01
Random Number Seed           :  75982
Number of Genes/Points       :  2
Size of Genes                :  1


 R   1 G   0    109     91.774      6.334		0.31467949913026405 | 0.7323258087671446

 R  45 G 364    109     96.892      4.094		0.027312462220210117 | 0.0019258978706483496

 R  45 G 365    111     96.824      4.103		0.04731246222021012 | 0.021925897870648352

 R  45 G 366    107     96.644      3.932		0.027312462220210117 | 0.01192589787064835

 R  45 G 367    109     96.786      3.967		0.04731246222021012 | 0.021925897870648352

 R  45 G 368    111     96.664      3.946		0.04731246222021012 | 0.021925897870648352

 R  45 G 369    109      96.73      3.884		0.04731246222021012 | 0.021925897870648352

 R  45 G 370    107     96.746      3.802		0.027312462220210117 | 0.0019258978706483496

 R  45 G 371    109     96.846       3.97		0.04731246222021012 | 0.0019258978706483496

 R  45 G 372    109     96.822      3.921		0.04731246222021012 | 0.01192589787064835

 R  45 G 373    107     96.762      3.865		0.04731246222021012 | 0.01192589787064835

 R  45 G 374    107     96.708      3.912		0.03731246222021012 | 0.01192589787064835

 R  45 G 375    107     97.004      3.746		0.04731246222021012 | 0.01192589787064835

 R  45 G 376    107     96.824      3.804		0.04731246222021012 | 0.01192589787064835

 R  45 G 377    107     96.598      3.849		0.04731246222021012 | 0.01192589787064835

 R  45 G 378    109     96.734      3.809		0.04731246222021012 | 0.01192589787064835

 R  45 G 379    109     96.862      4.052		0.04731246222021012 | 0.01192589787064835

 R  45 G 380    109     96.784      3.988		0.03731246222021012 | 0.01192589787064835

 R  45 G 381    109     96.986      3.859		0.04731246222021012 | 0.01192589787064835

 R  45 G 382    109     96.788      3.778		0.027312462220210117 | 0.0019258978706483496

 R  45 G 383    109      96.88      3.863		0.027312462220210117 | 0.0019258978706483496

 R  45 G 384    109      96.76      3.922		0.027312462220210117 | 0.0019258978706483496

 R  45 G 385    111     96.674      3.811		0.04731246222021012 | 0.01192589787064835

 R  45 G 386    107     96.646      3.772		0.04731246222021012 | 0.01192589787064835

 R  45 G 387    113      96.65      3.841		0.05731246222021012 | 0.01192589787064835

 R  45 G 388    107      96.82       3.78		0.03731246222021012 | 0.01192589787064835

 R  45 G 389    109     96.714      3.945		0.04731246222021012 | 0.01192589787064835

 R  45 G 390    107     96.742      3.706		0.04731246222021012 | 0.01192589787064835

 R  45 G 391    109     96.766      3.795		0.04731246222021012 | 0.01192589787064835

 R  45 G 392    107     97.038      3.959		0.04731246222021012 | 0.021925897870648352

 R  45 G 393    107     96.666       3.79		0.03731246222021012 | 0.0019258978706483496

 R  45 G 394    109      96.78      4.006		0.04731246222021012 | 0.01192589787064835

 R  45 G 395    111     96.852      3.773		0.04731246222021012 | 0.01192589787064835

 R  45 G 396    109     96.782      3.856		0.03731246222021012 | 0.0019258978706483496

 R  45 G 397    107     96.652      3.837		0.05731246222021012 | 0.01192589787064835

 R  45 G 398    109      96.96      3.897		0.04731246222021012 | 0.021925897870648352

 R  45 G 399    107     96.494      3.945		0.04731246222021012 | 0.021925897870648352

 R  45 G 400    109     96.656       3.85		0.04731246222021012 | 0.021925897870648352

 R  45 G 401    107     96.676      3.886		0.05731246222021012 | 0.01192589787064835

 R  45 G 402    107     96.836      3.827		0.04731246222021012 | 0.01192589787064835

 R  45 G 403    109     96.876      3.971		0.04731246222021012 | 0.01192589787064835

 R  45 G 404    109     96.868      3.843		0.04731246222021012 | 0.011925897870648352

 R  45 G 405    109     96.576      3.761		0.04731246222021012 | 0.01192589787064835

 R  45 G 406    109     96.866      3.732		0.04731246222021012 | 0.011925897870648352

 R  45 G 407    109     96.814      3.882		0.04731246222021012 | 0.01192589787064835

 R  45 G 408    109     96.962      3.912		0.04731246222021012 | 0.01192589787064835

 R  45 G 409    109      96.47       3.81		0.04731246222021012 | 0.01192589787064835

 R  45 G 410    109     96.718      3.846		0.027312462220210117 | 0.0019258978706483496

 R  45 G 411    111     96.864      3.849		0.04731246222021012 | 0.01192589787064835

 R  45 G 412    107     96.764      3.848		0.04731246222021012 | 0.0019258978706483496

 R  45 G 413    107     96.702      3.893		0.04731246222021012 | 0.01192589787064835

 R  45 G 414    107     96.806      3.755		0.027312462220210117 | 0.021925897870648352

 R  45 G 415    109     96.742      3.899		0.017312462220210115 | 0.01192589787064835

 R  45 G 416    107     96.672      3.814		0.04731246222021012 | 0.021925897870648352

 R  45 G 417    111     97.014      3.811		0.04731246222021012 | 0.011925897870648352

 R  45 G 418    109      96.72      3.864		0.027312462220210117 | 0.01192589787064835

 R  45 G 419    109     97.008      3.968		0.027312462220210117 | 0.01192589787064835

 R  45 G 420    109     96.432      3.792		0.04731246222021012 | 0.01192589787064835

 R  45 G 421    107     96.736      3.915		0.04731246222021012 | 0.0019258978706483496

 R  45 G 422    109     96.716      3.885		0.027312462220210117 | 0.01192589787064835

 R  45 G 423    111     96.934      3.865		0.04731246222021012 | 0.01192589787064835

 R  45 G 424    107     96.736      4.038		0.04731246222021012 | 0.01192589787064835

 R  45 G 425    107     96.606      3.862		0.027312462220210117 | 0.0019258978706483496

 R  45 G 426    107     96.888      3.863		0.027312462220210117 | 0.0

 R  45 G 427    107      96.65      3.761		0.027312462220210117 | 0.01192589787064835

 R  45 G 428    107     96.776      3.821		0.04731246222021012 | 0.01192589787064835

 R  45 G 429    109      96.76      4.046		0.04731246222021012 | 0.021925897870648352

 R  45 G 430    109     96.722      4.023		0.04731246222021012 | 0.01192589787064835

 R  45 G 431    107     96.758      3.834		0.04731246222021012 | 0.01192589787064835

 R  45 G 432    109     96.702      3.916		0.03731246222021012 | 0.021925897870648352

 R  45 G 433    109     96.704      3.939		0.04731246222021012 | 0.01192589787064835

 R  45 G 434    111      96.89      3.892		0.04731246222021012 | 0.031925897870648354

 R  45 G 435    107     96.704       3.76		0.04731246222021012 | 0.01192589787064835

 R  45 G 436    111     96.914      3.853		0.03731246222021012 | 0.021925897870648352

 R  45 G 437    109     96.584      3.758		0.05731246222021012 | 0.0019258978706483496

 R  45 G 438    109     96.942      3.894		0.04731246222021012 | 0.01192589787064835

 R  45 G 439    107      96.81       3.83		0.027312462220210117 | 0.0019258978706483496

 R  45 G 440    107     96.718      3.859		0.027312462220210117 | 0.0019258978706483496

 R  45 G 441    109     96.876      3.861		0.027312462220210117 | 0.021925897870648352

 R  45 G 442    111     96.726      3.945		0.04731246222021012 | 0.01192589787064835

 R  45 G 443    109      96.87      3.946		0.027312462220210117 | 0.0019258978706483496

 R  45 G 444    109     96.886      3.889		0.03731246222021012 | 0.021925897870648352

 R  45 G 445    111     96.676      3.903		0.04731246222021012 | 0.01192589787064835

 R  45 G 446    109     96.766      3.778		0.03731246222021012 | 0.021925897870648352

 R  45 G 447    109       96.8      3.807		0.04731246222021012 | 0.021925897870648352

 R  45 G 448    107     96.752      3.851		0.027312462220210117 | 0.021925897870648352

 R  45 G 449    109     96.906      3.854		0.04731246222021012 | 0.01192589787064835

 R  45 G 450    111     97.022       3.87		0.04731246222021012 | 0.0019258978706483496

 R  45 G 451    113     96.802      3.858		0.04731246222021012 | 0.01192589787064835

 R  45 G 452    109      96.64      3.782		0.04731246222021012 | 0.01192589787064835

 R  45 G 453    107      96.93      3.758		0.027312462220210117 | 0.0019258978706483496

 R  45 G 454    109     96.842      3.741		0.03731246222021012 | 0.021925897870648352

 R  45 G 455    107     97.062      3.754		0.04731246222021012 | 0.01192589787064835

 R  45 G 456    109     96.834      3.986		0.027312462220210117 | 0.0019258978706483496

 R  45 G 457    109     96.866      3.913		0.04731246222021012 | 0.01192589787064835

 R  45 G 458    109     96.778      3.803		0.04731246222021012 | 0.01192589787064835

 R  45 G 459    109      96.84      3.963		0.017312462220210115 | 0.0019258978706483496

 R  45 G 460    111     96.972      3.759		0.04731246222021012 | 0.01192589787064835

 R  45 G 461    109      96.74      3.838		0.04731246222021012 | 0.01192589787064835

 R  45 G 462    107     96.892      3.878		0.027312462220210117 | 0.0019258978706483496

 R  45 G 463    109     96.666      3.798		0.04731246222021012 | 0.01192589787064835

 R  45 G 464    109     96.844      3.893		0.03731246222021012 | 0.0019258978706483496

 R  45 G 465    107     96.548      3.753		0.027312462220210117 | 0.021925897870648352

 R  45 G 466    109     96.938      3.748		0.04731246222021012 | 0.01192589787064835

 R  45 G 467    107     96.926      3.964		0.027312462220210117 | 0.0

 R  45 G 468    109     96.774      3.982		0.03731246222021012 | 0.031925897870648354

 R  45 G 469    107     96.954      3.875		0.04731246222021012 | 0.0019258978706483496

 R  45 G 470    109     96.678      3.725		0.03731246222021012 | 0.011925897870648352

 R  45 G 471    107     96.944      3.766		0.04731246222021012 | 0.01192589787064835

 R  45 G 472    109     96.908      3.895		0.027312462220210117 | 0.0

 R  45 G 473    109     96.994      3.753		0.03731246222021012 | 0.0019258978706483496

 R  45 G 474    109     97.066      3.754		0.027312462220210117 | 0.0019258978706483496

 R  45 G 475    107     96.938      3.915		0.03731246222021012 | 0.011925897870648352

 R  45 G 476    109     96.948      3.681		0.03731246222021012 | 0.011925897870648352

 R  45 G 477    107     96.746      3.803		0.03731246222021012 | 0.021925897870648352

 R  45 G 478    109      96.81      3.689		0.017312462220210115 | 0.0019258978706483496

 R  45 G 479    107     96.866      3.968		0.03731246222021012 | 0.0019258978706483496

 R  45 G 480    109     96.754      3.758		0.027312462220210117 | 0.0019258978706483496

 R  45 G 481    109     96.736      3.842		0.03731246222021012 | 0.011925897870648352

 R  45 G 482    109     96.826      3.765		0.027312462220210117 | 0.01192589787064835

 R  45 G 483    107     96.716      3.846		0.03731246222021012 | 0.021925897870648352

 R  45 G 484    109     96.772      3.902		0.03731246222021012 | 0.01192589787064835

 R  45 G 485    107      96.92      3.715		0.027312462220210117 | 0.011925897870648352

 R  45 G 486    109      96.74      3.866		0.027312462220210117 | 0.0019258978706483496

 R  45 G 487    109     96.784      3.796		0.027312462220210117 | 0.01192589787064835

 R  45 G 488    109     96.696      3.711		0.027312462220210117 | 0.0

 R  45 G 489    109     97.028      3.803		0.017312462220210115 | 0.0

 R  45 G 490    107     96.642      3.753		0.03731246222021012 | 0.0019258978706483496

 R  45 G 491    109     96.716      3.947		0.03731246222021012 | 0.011925897870648352

 R  45 G 492    109     96.924      3.826		0.03731246222021012 | 0.01192589787064835

 R  45 G 493    109     97.042      3.781		0.04731246222021012 | 0.021925897870648352

 R  45 G 494    109     96.614       3.82		0.03731246222021012 | 0.011925897870648352

 R  45 G 495    109       96.9      3.847		0.03731246222021012 | 0.0019258978706483496

 R  45 G 496    107      96.89      3.787		0.03731246222021012 | 0.011925897870648352

 R  45 G 497    109     96.782      3.754		0.027312462220210117 | 0.0019258978706483496

 R  45 G 498    109     96.768      3.847		0.03731246222021012 | 0.011925897870648352

 R  45 G 499    109     96.642      3.765		0.03731246222021012 | 0.011925897870648352

45    14###################### RawFitness
           0          0          117

 R  46 G   0    113     91.978       6.39		0.38188366393191053 | 0.9632636350956505

 R  46 G   1    115     92.288      6.365		0.03579116176497166 | 0.23333727082141031

 R  46 G   2    113     93.056      6.378		0.2856476140945281 | 0.3455651608258824

 R  46 G   3    111      93.19      6.295		0.4299467267447077 | 0.6738039361052762

 R  46 G   4    111      93.11      6.512		0.34724986779046696 | 0.962238767838982

 R  46 G   5    111     93.662      6.192		0.21557828605661966 | 0.43271890069159014

 R  46 G   6    113     93.502      6.045		0.20689109232184977 | 0.15149189025703425

 R  46 G   7    113     94.058      6.202		0.37421402211810095 | 0.5431709484766412

 R  46 G   8    111     94.046      6.041		0.2482684835572294 | 0.08570191022051366

 R  46 G   9    113     94.512       6.22		0.18878588638867622 | 0.23331472323930402

 R  46 G  10    113     94.196        6.0		0.2669308744012717 | 0.209172340533766

 R  46 G  11    113     94.306      5.848		0.233469715179897 | 0.06971135958984265

 R  46 G  12    115     94.928      5.811		0.233469715179897 | 0.06971135958984265

 R  46 G  13    113     94.648      5.745		0.19175189669228732 | 0.24485879372265562

 R  46 G  14    115      94.75      6.035		0.19175189669228732 | 0.2348587937226556

 R  46 G  15    115     95.054      5.626		0.27290823046200674 | 0.277115836076288

 R  46 G  16    111     94.888      5.532		0.27290823046200674 | 0.26711583607628797

 R  46 G  17    113     95.148      5.738		0.27290823046200674 | 0.277115836076288

 R  46 G  18    111      94.74      5.588		0.2669308744012717 | 0.209172340533766

 R  46 G  19    111       95.1       5.77		0.233469715179897 | 0.06971135958984265

 R  46 G  20    113     95.184      5.486		0.233469715179897 | 0.06971135958984265

 R  46 G  21    113     95.182       5.72		0.3124444676858642 | 0.15786576012897946

 R  46 G  22    115     94.974        5.6		0.233469715179897 | 0.06971135958984265

 R  46 G  23    113      95.36        5.4		0.20689109232184977 | 0.15149189025703425

 R  46 G  24    111     95.154      5.545		0.233469715179897 | 0.06971135958984265

 R  46 G  25    111     95.296      5.335		0.28290823046200675 | 0.277115836076288

 R  46 G  26    113     95.194      5.437		0.233469715179897 | 0.06971135958984265

 R  46 G  27    115     95.268      5.317		0.2482684835572294 | 0.08570191022051366

 R  46 G  28    111      95.27       5.39		0.233469715179897 | 0.06971135958984265

 R  46 G  29    111     95.678      5.366		0.19175189669228732 | 0.2348587937226556

 R  46 G  30    111     95.806      5.345		0.233469715179897 | 0.06971135958984265

 R  46 G  31    115     95.864      5.539		0.2482684835572294 | 0.08570191022051366

 R  46 G  32    115     95.584      5.368		0.2669308744012717 | 0.209172340533766

 R  46 G  33    113      95.53       5.17		0.21689109232184978 | 0.15149189025703425

 R  46 G  34    111     95.902      5.129		0.20689109232184977 | 0.15149189025703425

 R  46 G  35    113     95.662      5.359		0.20689109232184977 | 0.16149189025703425

 R  46 G  36    115      95.61      5.246		0.233469715179897 | 0.06971135958984265

 R  46 G  37    111     95.354      5.056		0.22971450627229617 | 0.09477233613688851

 R  46 G  38    111      95.42      5.005		0.223469715179897 | 0.06971135958984265

 R  46 G  39    113     95.758      5.196		0.223469715179897 | 0.06971135958984265

 R  46 G  40    115     95.702      5.112		0.233469715179897 | 0.06971135958984265

 R  46 G  41    115     95.894      5.229		0.233469715179897 | 0.06971135958984265

 R  46 G  42    113     95.574      5.161		0.233469715179897 | 0.06971135958984265

 R  46 G  43    115     95.856      5.095		0.233469715179897 | 0.06971135958984265

 R  46 G  44    113     95.642      5.042		0.233469715179897 | 0.06971135958984265

 R  46 G  45    111     95.836      4.881		0.21971450627229616 | 0.09477233613688851

 R  46 G  46    113      95.73      4.826		0.21971450627229616 | 0.09477233613688851

 R  46 G  47    111     95.782      4.799		0.233469715179897 | 0.07971135958984264

 R  46 G  48    111     95.922      4.847		0.2482684835572294 | 0.08570191022051366

 R  46 G  49    115     95.906      4.888		0.233469715179897 | 0.06971135958984265

 R  46 G  50    113     95.894      4.737		0.233469715179897 | 0.06971135958984265

 R  46 G  51    115     96.172      4.901		0.2382684835572294 | 0.08570191022051366

 R  46 G  52    109     95.986       4.77		0.233469715179897 | 0.07971135958984264

 R  46 G  53    115     96.114      4.922		0.233469715179897 | 0.07971135958984264

 R  46 G  54    111     95.926      4.666		0.22971450627229617 | 0.09477233613688851

 R  46 G  55    109     96.122      4.788		0.233469715179897 | 0.06971135958984265

 R  46 G  56    111     96.126      4.738		0.233469715179897 | 0.07971135958984264

 R  46 G  57    113       96.1      4.673		0.22971450627229617 | 0.09477233613688851

 R  46 G  58    113     96.198      4.798		0.233469715179897 | 0.06971135958984265

 R  46 G  59    111      95.95      4.627		0.2382684835572294 | 0.08570191022051366

 R  46 G  60    117     96.282      4.635		0.233469715179897 | 0.06971135958984265

 R  46 G  61    113     96.078      4.654		0.233469715179897 | 0.06971135958984265

 R  46 G  62    109      95.91      4.683		0.233469715179897 | 0.06971135958984265

 R  46 G  63    109     95.954      4.567		0.233469715179897 | 0.06971135958984265

 R  46 G  64    113      95.91      4.807		0.233469715179897 | 0.06971135958984265

 R  46 G  65    111      96.09       4.59		0.233469715179897 | 0.059711359589842646

 R  46 G  66    111      96.37      4.487		0.233469715179897 | 0.07971135958984264

 R  46 G  67    111     96.146      4.567		0.2582684835572294 | 0.08570191022051366

 R  46 G  68    111     96.028      4.741		0.2382684835572294 | 0.08570191022051366

 R  46 G  69    111     96.214      4.803		0.24346971517989702 | 0.06971135958984265

 R  46 G  70    113      95.76      4.699		0.24346971517989702 | 0.06971135958984265

 R  46 G  71    111      96.07      4.702		0.233469715179897 | 0.06971135958984265

 R  46 G  72    117     96.204      4.853		0.24346971517989702 | 0.06971135958984265

 R  46 G  73    111     96.054      4.663		0.2582684835572294 | 0.08570191022051366

 R  46 G  74    113     96.084      4.767		0.233469715179897 | 0.07971135958984264

 R  46 G  75    109       95.7      4.806		0.233469715179897 | 0.06971135958984265

 R  46 G  76    111     96.246       4.69		0.233469715179897 | 0.06971135958984265

 R  46 G  77    109     96.042      4.634		0.233469715179897 | 0.059711359589842646

 R  46 G  78    111      96.35      4.586		0.0 | 0.09807732247284229

 R  46 G  79    111     96.034      4.903		0.0 | 0.09807732247284229

 R  46 G  80    111     96.086      4.659		0.233469715179897 | 0.07971135958984264

 R  46 G  81    113     96.404      4.642		0.233469715179897 | 0.07971135958984264

 R  46 G  82    111     96.214      4.707		0.233469715179897 | 0.06971135958984265

 R  46 G  83    111      96.13      4.631		0.0 | 0.08807732247284229

 R  46 G  84    111     96.192      4.449		0.0 | 0.08807732247284229

 R  46 G  85    107     96.214       4.23		0.02 | 0.09807732247284229

 R  46 G  86    111     96.222       4.55		0.223469715179897 | 0.06971135958984265

 R  46 G  87    111     96.236       4.54		0.233469715179897 | 0.059711359589842646

 R  46 G  88    111     96.164       4.55		0.0 | 0.08807732247284229

 R  46 G  89    109     96.284      4.537		0.223469715179897 | 0.06971135958984265

 R  46 G  90    113       96.2      4.498		0.233469715179897 | 0.059711359589842646

 R  46 G  91    113      96.29      4.769		0.233469715179897 | 0.06971135958984265

 R  46 G  92    111     96.058      4.673		0.233469715179897 | 0.059711359589842646

 R  46 G  93    111      96.17      4.622		0.0 | 0.09807732247284229

 R  46 G  94    111     96.362       4.65		0.24346971517989702 | 0.06971135958984265

 R  46 G  95    111      96.34       4.33		0.0 | 0.09807732247284229

 R  46 G  96    109     96.324      4.405		0.233469715179897 | 0.06971135958984265

 R  46 G  97    109     96.334      4.609		0.0 | 0.09807732247284229

 R  46 G  98    111      96.47       4.38		0.233469715179897 | 0.059711359589842646

 R  46 G  99    111     96.296      4.473		0.0 | 0.08807732247284229

 R  46 G 100    111      96.41      4.487		0.233469715179897 | 0.059711359589842646

 R  46 G 101    111      96.18      4.484		0.24346971517989702 | 0.06971135958984265

 R  46 G 102    107     96.078      4.351		0.01 | 0.09807732247284229

 R  46 G 103    115     96.138      4.435		0.233469715179897 | 0.059711359589842646

 R  46 G 104    111     96.234      4.331		0.213469715179897 | 0.06971135958984265

 R  46 G 105    107     96.574      4.176		0.0 | 0.08807732247284229

 R  46 G 106    111     96.198      4.406		0.02 | 0.09807732247284229

 R  46 G 107    111      96.41      4.354		0.0 | 0.08807732247284229

 R  46 G 108    107     96.354      4.243		0.0 | 0.09807732247284229

 R  46 G 109    111     96.482      4.123		0.24346971517989702 | 0.06971135958984265

 R  46 G 110    113     96.296      4.349		0.24346971517989702 | 0.06971135958984265

 R  46 G 111    111      96.27      4.182		0.0 | 0.08807732247284229

 R  46 G 112    111     96.482      4.156		0.02 | 0.09807732247284229

 R  46 G 113    109     96.316      4.336		0.24346971517989702 | 0.06971135958984265

 R  46 G 114    111     96.522      4.521		0.0 | 0.08807732247284229

 R  46 G 115    107     96.294      4.042		0.0 | 0.08807732247284229

 R  46 G 116    111     96.406      4.231		0.0 | 0.09807732247284229

 R  46 G 117    111     96.604      4.413		0.0 | 0.09807732247284229

 R  46 G 118    107     96.194      4.149		0.0 | 0.08807732247284229

 R  46 G 119    107     96.626      4.272		0.0 | 0.08807732247284229

 R  46 G 120    111     96.414      4.054		0.0 | 0.08807732247284229

 R  46 G 121    111     96.424      4.236		0.01 | 0.09807732247284229

 R  46 G 122    111     96.358        4.5		0.0 | 0.08807732247284229

 R  46 G 123    111     96.424      4.064		0.0 | 0.08807732247284229

 R  46 G 124    107     96.488      4.119		0.0 | 0.08807732247284229

 R  46 G 125    111     96.384        4.3		0.0 | 0.0780773224728423

 R  46 G 126    111     96.542      4.134		0.0 | 0.08807732247284229

 R  46 G 127    107     96.188      4.007		0.0 | 0.0780773224728423

 R  46 G 128    107      96.33      4.194		0.0 | 0.08807732247284229

 R  46 G 129    111     96.274      4.187		0.0 | 0.08807732247284229

 R  46 G 130    107     96.506      4.209		0.0 | 0.08807732247284229

 R  46 G 131    109     96.494      4.228		0.01 | 0.08807732247284229

 R  46 G 132    109     96.532      4.183		0.0 | 0.0780773224728423

 R  46 G 133    111      96.55      4.135		0.0 | 0.08807732247284229

 R  46 G 134    111     96.572      4.288		0.0 | 0.08807732247284229

 R  46 G 135    107     96.448       4.14		0.0 | 0.08807732247284229

 R  46 G 136    111     96.528      4.275		0.0 | 0.0780773224728423

 R  46 G 137    111     96.462      4.157		0.0 | 0.08807732247284229

 R  46 G 138    111     96.394        4.3		0.01 | 0.10807732247284228

 R  46 G 139    109      96.49      4.041		0.01 | 0.08807732247284229

 R  46 G 140    111     96.504      4.173		0.01 | 0.08807732247284229

 R  46 G 141    107      96.83      4.243		0.0 | 0.0780773224728423

 R  46 G 142    111     96.416      4.287		0.01 | 0.08807732247284229

 R  46 G 143    107     96.364      4.046		0.0 | 0.08807732247284229

 R  46 G 144    109     96.276      4.301		0.01 | 0.08807732247284229

 R  46 G 145    107     96.384      4.246		0.0 | 0.08807732247284229

 R  46 G 146    107      96.25      4.203		0.0 | 0.08807732247284229

 R  46 G 147    111     96.542      4.254		0.0 | 0.0780773224728423

 R  46 G 148    109     96.478      4.313		0.01 | 0.08807732247284229

 R  46 G 149    107     96.518       4.19		0.0 | 0.09807732247284229

 R  46 G 150    111      96.36      4.129		0.01 | 0.08807732247284229

 R  46 G 151    111      96.63      4.205		0.0 | 0.0780773224728423

 R  46 G 152    109     96.418      4.259		0.01 | 0.08807732247284229

 R  46 G 153    109     96.312      4.236		0.01 | 0.0780773224728423

 R  46 G 154    107     96.436      4.208		0.02 | 0.08807732247284229

 R  46 G 155    111     96.206      4.175		0.0 | 0.08807732247284229

 R  46 G 156    111     96.478       4.04		0.0 | 0.0780773224728423

 R  46 G 157    111     96.406      4.191		0.0 | 0.08807732247284229

 R  46 G 158    111     96.566      4.235		0.0 | 0.08807732247284229

 R  46 G 159    109     96.654       4.29		0.0 | 0.08807732247284229

 R  46 G 160    109     96.678      4.225		0.0 | 0.08807732247284229

 R  46 G 161    111     96.548      4.217		0.0 | 0.08807732247284229

 R  46 G 162    111      96.52      4.153		0.0 | 0.09807732247284229

 R  46 G 163    111     96.482      4.179		0.0 | 0.08807732247284229

 R  46 G 164    107     96.374      4.189		0.0 | 0.08807732247284229

 R  46 G 165    109     96.414      4.178		0.0 | 0.08807732247284229

 R  46 G 166    109     96.244      4.037		0.01 | 0.08807732247284229

 R  46 G 167    111     96.554      4.366		0.0 | 0.08807732247284229

 R  46 G 168    111     96.528      4.268		0.0 | 0.08807732247284229

 R  46 G 169    111     96.446      4.101		0.0 | 0.08807732247284229

 R  46 G 170    109      96.39      4.178		0.01 | 0.08807732247284229

 R  46 G 171    111      96.23      4.428		0.0 | 0.08807732247284229

 R  46 G 172    107     96.576      4.195		0.0 | 0.08807732247284229

 R  46 G 173    109     96.484      4.245		0.01 | 0.08807732247284229

 R  46 G 174    109      96.38      4.321		0.0 | 0.08807732247284229

 R  46 G 175    109     96.464      4.181		0.01 | 0.08807732247284229

 R  46 G 176    111     96.436       4.25		0.0 | 0.08807732247284229

 R  46 G 177    107     96.704       4.25		0.0 | 0.08807732247284229

 R  46 G 178    107     96.424      4.266		0.0 | 0.08807732247284229

 R  46 G 179    111     96.294      4.115		0.01 | 0.08807732247284229

 R  46 G 180    109     96.344      4.355		0.01 | 0.08807732247284229

 R  46 G 181    111      96.35      4.276		0.0 | 0.08807732247284229

 R  46 G 182    111      96.26      4.247		0.0 | 0.08807732247284229

 R  46 G 183    107     96.352      4.137		0.0 | 0.08807732247284229

 R  46 G 184    107     96.524      4.192		0.01 | 0.08807732247284229

 R  46 G 185    111     96.286      4.293		0.0 | 0.08807732247284229

 R  46 G 186    111     96.568      4.115		0.0 | 0.08807732247284229

 R  46 G 187    111     96.556      4.224		0.0 | 0.08807732247284229

 R  46 G 188    107     96.692      4.097		0.0 | 0.08807732247284229

 R  46 G 189    107     96.546      4.394		0.0 | 0.08807732247284229

 R  46 G 190    111     96.538        4.3		0.0 | 0.08807732247284229

 R  46 G 191    111     96.284      4.154		0.0 | 0.0780773224728423

 R  46 G 192    111     96.704      4.104		0.0 | 0.08807732247284229

 R  46 G 193    109     96.272      4.173		0.01 | 0.08807732247284229

 R  46 G 194    111     96.652      4.217		0.0 | 0.08807732247284229

 R  46 G 195    107      96.31      4.147		0.01 | 0.08807732247284229

 R  46 G 196    111     96.748      4.463		0.0 | 0.08807732247284229

 R  46 G 197    107     96.406      4.144		0.0 | 0.0780773224728423

 R  46 G 198    111     96.356      4.231		0.0 | 0.08807732247284229

 R  46 G 199    111     96.496      4.084		0.0 | 0.0680773224728423

 R  46 G 200    111     96.334      4.255		0.0 | 0.08807732247284229

 R  46 G 201    111     96.506      4.396		0.0 | 0.09807732247284229

 R  46 G 202    111     96.492      4.265		0.0 | 0.08807732247284229

 R  46 G 203    111     96.288      4.219		0.02 | 0.09807732247284229

 R  46 G 204    111     96.418      4.128		0.0 | 0.08807732247284229

 R  46 G 205    107     96.276      4.084		0.01 | 0.08807732247284229

 R  46 G 206    107     96.316      4.139		0.0 | 0.08807732247284229

 R  46 G 207    111     96.622      4.269		0.0 | 0.09807732247284229

 R  46 G 208    111     96.562       4.33		0.0 | 0.09807732247284229

 R  46 G 209    107     96.346      4.186		0.0 | 0.09807732247284229

 R  46 G 210    111       96.6      4.167		0.0 | 0.08807732247284229

 R  46 G 211    109     96.504      4.317		0.0 | 0.08807732247284229

 R  46 G 212    111      96.66      4.253		0.0 | 0.08807732247284229

 R  46 G 213    107     96.546      4.286		0.0 | 0.09807732247284229

 R  46 G 214    111     96.334      4.257		0.0 | 0.08807732247284229

 R  46 G 215    109     96.248      4.149		0.02 | 0.08807732247284229

 R  46 G 216    109     96.444      4.341		0.01 | 0.09807732247284229

 R  46 G 217    109      96.23      4.307		0.01 | 0.08807732247284229

 R  46 G 218    111      96.52      4.313		0.0 | 0.08807732247284229

 R  46 G 219    111     96.348      4.251		0.0 | 0.08807732247284229

 R  46 G 220    109      96.49       4.17		0.0 | 0.08807732247284229

 R  46 G 221    107     96.168       4.16		0.0 | 0.09807732247284229

 R  46 G 222    111     96.266      4.299		0.0 | 0.08807732247284229

 R  46 G 223    111     96.262      4.191		0.0 | 0.08807732247284229

