Experiment ID                :  IteratedPrisonersDilemma
Problem Type                 :  IPD
Data Input File Name         :  indata.IPD.txt
Number of Runs               :  50
Generations per Run          :  500
Population Size              :  1000
Selection Method             :  2
Fitness Scaling Type         :  0
Min or Max Fitness           :  max
Crossover Type               :  5
Crossover Rate               :  1.0
Mutation Type                :  1
Mutation Rate                :  0.01
Random Number Seed           :  75982
Number of Genes/Points       :  2
Size of Genes                :  1


 R   1 G   0    173     147.29      9.411		0.01879760767170746 | 0.06135201897844156
 R   1 G 330    165     156.95      3.062		0.9891336064635693 | 0.0

 R   1 G 331    165    156.686      3.173		0.9891336064635693 | 0.0

 R   1 G 332    165     156.71      3.019		0.9791336064635693 | 0.0

 R   1 G 333    165    157.162      3.212		0.9891336064635693 | 0.0

 R   1 G 334    165    156.732      3.025		0.9891336064635693 | 0.0

 R   1 G 335    167    156.954      3.159		0.99 | 0.0

 R   1 G 336    165    156.842        3.1		0.9891336064635693 | 0.0

 R   1 G 337    165     157.04      3.151		0.9991336064635693 | 0.0

 R   1 G 338    165    156.772      3.168		0.9891336064635693 | 0.0

 R   1 G 339    165    156.836      3.124		0.9891336064635693 | 0.008549516035404799

 R   1 G 340    163      157.0      2.967		1.0 | 0.0

 R   1 G 341    165    156.954      3.011		0.9791336064635693 | 0.0

 R   1 G 342    167     156.86      2.933		0.9891336064635693 | 0.0

 R   1 G 343    165     156.79       3.11		0.9891336064635693 | 0.0

 R   1 G 344    167    156.798       3.04		0.9891336064635693 | 0.0

 R   1 G 345    165    156.932      3.188		0.9891336064635693 | 0.0

 R   1 G 346    165    156.924      3.194		0.99 | 0.0

 R   1 G 347    165     156.81       3.23		0.9891336064635693 | 0.01

 R   1 G 348    165    156.888      3.095		0.9991336064635693 | 0.0

 R   1 G 349    165    156.914       3.07		0.9891336064635693 | 0.0

 R   1 G 350    167    156.924      3.174		0.9891336064635693 | 0.0

 R   1 G 351    165    156.704       3.26		0.9991336064635693 | 0.0

 R   1 G 352    165    156.948      3.231		0.99 | 0.0

 R   1 G 353    165     156.68      3.145		0.9791336064635693 | 0.0

 R   1 G 354    167    156.668      3.263		0.9891336064635693 | 0.0

 R   1 G 355    165    156.702      3.232		0.9891336064635693 | 0.0

 R   1 G 356    167     156.69      3.392		0.9791336064635693 | 0.0

 R   1 G 357    165    156.848      3.264		0.9891336064635693 | 0.0

 R   1 G 358    167    156.864      3.202		0.98 | 0.0

 R   1 G 359    165    156.676      3.249		0.9891336064635693 | 0.0

 R   1 G 360    167    156.798      3.338		0.9791336064635693 | 0.0

 R   1 G 361    165     156.77      3.151		0.98 | 0.0

 R   1 G 362    167    156.864      3.294		0.9891336064635693 | 0.01

 R   1 G 363    165      156.8      3.396		0.9791336064635693 | 0.0

 R   1 G 364    165    156.708      3.377		0.9791336064635693 | 0.0

 R   1 G 365    163    156.786      3.349		0.9891336064635693 | 0.0

 R   1 G 366    165    156.802      3.407		0.9891336064635693 | 0.0

 R   1 G 367    165    156.776      3.335		0.9791336064635693 | 0.0

 R   1 G 368    165    156.628      3.373		0.9891336064635693 | 0.0

 R   1 G 369    165    156.848      3.269		0.9891336064635693 | 0.0

 R   1 G 370    167    156.662      3.211		0.9891336064635693 | 0.0

 R   1 G 371    167    156.908       3.38		0.9891336064635693 | 0.0

 R   1 G 372    167     156.84      3.239		0.9891336064635693 | 0.0

 R   1 G 373    167    156.772      3.355		0.9891336064635693 | 0.0

 R   1 G 374    163    157.032       3.18		0.9891336064635693 | 0.0

 R   1 G 375    167     156.82      3.346		0.9891336064635693 | 0.0

 R   1 G 376    167    156.756       3.37		0.9891336064635693 | 0.0

 R   1 G 377    165    156.784      3.351		0.9891336064635693 | 0.0

 R   1 G 378    167    156.788      3.316		0.9891336064635693 | 0.0

 R   1 G 379    165    156.844       3.33		0.9791336064635693 | 0.0

 R   1 G 380    167    156.834      3.358		0.9891336064635693 | 0.0

 R   1 G 381    165      156.8       3.36		0.9991336064635693 | 0.0

 R   1 G 382    165    156.902      3.189		0.9891336064635693 | 0.0

 R   1 G 383    165    156.786      3.326		0.9891336064635693 | 0.0

 R   1 G 384    165     156.67      3.491		0.9891336064635693 | 0.0

 R   1 G 385    167    156.818      3.424		0.9891336064635693 | 0.0

 R   1 G 386    165    156.778      3.297		0.9891336064635693 | 0.0

 R   1 G 387    165    156.792      3.315		0.9891336064635693 | 0.0

 R   1 G 388    165    156.774       3.35		0.9891336064635693 | 0.0

 R   1 G 389    165    156.798      3.248		0.9891336064635693 | 0.0

 R   1 G 390    167    156.826      3.413		0.9891336064635693 | 0.0

 R   1 G 391    165     156.73      3.304		0.9891336064635693 | 0.0

 R   1 G 392    165     156.76      3.231		0.9891336064635693 | 0.008549516035404799

 R   1 G 393    167    156.772      3.282		0.9691336064635693 | 0.0

 R   1 G 394    165    156.744      3.206		0.9891336064635693 | 0.008549516035404799

 R   1 G 395    167    156.694      3.485		0.9791336064635693 | 0.0

 R   1 G 396    167     156.76      3.256		0.9891336064635693 | 0.0

 R   1 G 397    165    156.998      3.256		0.9891336064635693 | 0.0

 R   1 G 398    165    156.714      3.188		0.9791336064635693 | 0.0

 R   1 G 399    165    156.742      3.194		0.9891336064635693 | 0.0

 R   1 G 400    165    156.832      3.233		0.9891336064635693 | 0.0

 R   1 G 401    167    156.732      3.357		0.9791336064635693 | 0.0

 R   1 G 402    165    156.646       3.37		0.9891336064635693 | 0.008549516035404799

 R   1 G 403    165    156.612      3.436		0.9891336064635693 | 0.008549516035404799

 R   1 G 404    165    156.594      3.195		0.9891336064635693 | 0.01

 R   1 G 405    167    156.836      3.439		0.9891336064635693 | 0.0

 R   1 G 406    167     156.67      3.324		0.9891336064635693 | 0.0

 R   1 G 407    165     156.62      3.365		0.9891336064635693 | 0.008549516035404799

 R   1 G 408    165    156.498      3.563		0.9891336064635693 | 0.0

 R   1 G 409    165    156.644      3.359		0.9891336064635693 | 0.0

 R   1 G 410    165    156.716      3.458		0.9891336064635693 | 0.0

 R   1 G 411    165    156.692      3.289		0.9891336064635693 | 0.01

 R   1 G 412    167    156.668      3.211		0.9891336064635693 | 0.0

 R   1 G 413    167      156.9      3.497		0.9891336064635693 | 0.0

 R   1 G 414    167    156.798      3.133		0.9791336064635693 | 0.01

 R   1 G 415    165    156.894      3.145		0.9991336064635693 | 0.0

 R   1 G 416    165    156.994      3.208		0.9891336064635693 | 0.008549516035404799

 R   1 G 417    167    156.732      3.388		0.9791336064635693 | 0.0

 R   1 G 418    167    156.836      3.398		0.9791336064635693 | 0.01

 R   1 G 419    167    156.764      3.352		0.9691336064635693 | 0.01

 R   1 G 420    167    156.732      3.476		0.9791336064635693 | 0.01

 R   1 G 421    165     156.64      3.324		0.9791336064635693 | 0.01

 R   1 G 422    167     156.69      3.411		0.9891336064635693 | 0.008549516035404799

 R   1 G 423    167    156.734      3.447		0.9891336064635693 | 0.0

 R   1 G 424    165     156.75      3.317		0.99 | 0.0

 R   1 G 425    165    156.734      3.455		0.9791336064635693 | 0.01

 R   1 G 426    165    156.726      3.253		0.9891336064635693 | 0.008549516035404799

 R   1 G 427    165    156.706      3.222		0.9891336064635693 | 0.008549516035404799

 R   1 G 428    165     156.84      3.313		0.9891336064635693 | 0.01

 R   1 G 429    165    156.666      3.279		0.9791336064635693 | 0.008549516035404799

 R   1 G 430    165    156.704      3.268		0.9891336064635693 | 0.01

 R   1 G 431    169    156.684       3.29		0.9891336064635693 | 0.008549516035404799

 R   1 G 432    169    156.636      3.456		0.9791336064635693 | 0.0

 R   1 G 433    167    156.718      3.368		0.9791336064635693 | 0.0

 R   1 G 434    167    156.678        3.5		0.9691336064635693 | 0.01

 R   1 G 435    169    156.778      3.384		0.9691336064635693 | 0.0

 R   1 G 436    165    156.818      3.325		0.9791336064635693 | 0.0

 R   1 G 437    165    156.778      3.519		0.9891336064635693 | 0.0

 R   1 G 438    167     156.57      3.433		0.99 | 0.0

 R   1 G 439    167    156.734      3.474		0.9791336064635693 | 0.0

 R   1 G 440    165    156.698      3.366		0.99 | 0.0

 R   1 G 441    167    156.642      3.554		0.9591336064635693 | 0.01

 R   1 G 442    167    156.572      3.294		0.9591336064635693 | 0.01

 R   1 G 443    167    156.542      3.451		0.9591336064635693 | 0.01

 R   1 G 444    165     156.55      3.496		0.9791336064635693 | 0.0

 R   1 G 445    167    156.684       3.51		0.9591336064635693 | 0.01

 R   1 G 446    165     156.55      3.549		0.9891336064635693 | 0.01

 R   1 G 447    167     156.82      3.324		0.9791336064635693 | 0.0

 R   1 G 448    167    156.716      3.555		0.9591336064635693 | 0.01

 R   1 G 449    165     156.64      3.242		0.9591336064635693 | 0.01

 R   1 G 450    167    156.746      3.308		0.9891336064635693 | 0.0

 R   1 G 451    165     156.87      3.127		0.9591336064635693 | 0.01

 R   1 G 452    167    156.784      3.333		0.9791336064635693 | 0.0

 R   1 G 453    165    156.804      3.379		0.9791336064635693 | 0.0

 R   1 G 454    167    156.944       3.38		0.9591336064635693 | 0.01

 R   1 G 455    167    156.622      3.204		0.9891336064635693 | 0.0

 R   1 G 456    165     156.97       3.19		0.9591336064635693 | 0.01

 R   1 G 457    165    156.634      3.324		0.9591336064635693 | 0.01

 R   1 G 458    165    156.976      3.169		0.9791336064635693 | 0.0

 R   1 G 459    165    156.978      3.154		0.9791336064635693 | 0.0

 R   1 G 460    165     156.76      3.075		0.9791336064635693 | 0.0

 R   1 G 461    165    156.722      3.066		0.9891336064635693 | 0.01

 R   1 G 462    165    156.766      3.083		0.9891336064635693 | 0.01

 R   1 G 463    165      157.0      3.131		0.9791336064635693 | 0.0

 R   1 G 464    165     156.68      3.269		0.9791336064635693 | 0.0

 R   1 G 465    165    156.724      3.325		0.9791336064635693 | 0.0

 R   1 G 466    167    156.788      3.231		0.9791336064635693 | 0.0

 R   1 G 467    165    156.944      3.064		0.9891336064635693 | 0.01

 R   1 G 468    165    157.042      3.144		0.99 | 0.0

 R   1 G 469    167    156.762      3.243		0.9791336064635693 | 0.01

 R   1 G 470    165     156.89      3.202		0.9791336064635693 | 0.0

 R   1 G 471    167    156.936      3.133		0.9691336064635693 | 0.0

 R   1 G 472    165     156.67      3.256		0.9791336064635693 | 0.01

 R   1 G 473    167     156.84      3.198		0.9691336064635693 | 0.0

 R   1 G 474    167    156.752      3.393		0.9791336064635693 | 0.01

 R   1 G 475    167    156.844      3.257		0.9891336064635693 | 0.0

 R   1 G 476    167    156.852      3.078		0.98 | 0.0

 R   1 G 477    167    156.772      3.159		0.9791336064635693 | 0.0

 R   1 G 478    165    156.842      3.344		0.9791336064635693 | 0.0

 R   1 G 479    165    156.802      3.315		0.9691336064635693 | 0.0

 R   1 G 480    165    157.018       3.15		0.98 | 0.0

 R   1 G 481    165    156.702      3.168		0.9891336064635693 | 0.02

 R   1 G 482    163    156.938      2.971		0.9891336064635693 | 0.02

 R   1 G 483    167     156.85      3.169		0.9791336064635693 | 0.0

 R   1 G 484    165    156.766      3.093		0.9891336064635693 | 0.0

 R   1 G 485    165    156.706      3.246		0.9891336064635693 | 0.02

 R   1 G 486    165     156.89      3.062		0.9891336064635693 | 0.02

 R   1 G 487    165    156.924      3.107		0.98 | 0.0

 R   1 G 488    165    156.822        3.3		0.9891336064635693 | 0.0

 R   1 G 489    165    156.746      3.128		0.9891336064635693 | 0.02

 R   1 G 490    165    156.618      3.007		0.9891336064635693 | 0.0

 R   1 G 491    165    156.932      3.166		0.99 | 0.01

 R   1 G 492    165     156.69        3.2		0.9791336064635693 | 0.0

 R   1 G 493    165    156.802      3.108		0.9891336064635693 | 0.0

 R   1 G 494    165    156.582      3.167		0.9891336064635693 | 0.0

 R   1 G 495    165    156.794      3.357		0.9891336064635693 | 0.0

 R   1 G 496    165    156.906      3.167		0.9891336064635693 | 0.01

 R   1 G 497    167    156.862      3.188		0.9791336064635693 | 0.01

 R   1 G 498    165    156.792      3.369		0.99 | 0.0

 R   1 G 499    167     156.76      3.228		0.9791336064635693 | 0.01

1      4###########        0.0 RawFitness
           0          0          177

 R   2 G   0    179    147.284      9.559		0.42993863636653884 | 0.009856273744646038

 R   2 G   1    173    148.174      9.434		0.5576890897321299 | 0.06419260172287433

 R   2 G   2    173    149.004      8.611		0.578732664909642 | 0.02197271326275485

 R   2 G   3    173    149.956       8.11		0.33142629715583427 | 0.24415110593593659

 R   2 G   4    181    149.928      8.439		0.1901576858538303 | 0.4044875801448584

 R   2 G   5    173    151.018      8.178		0.7964887294164492 | 0.09762581119693248

 R   2 G   6    175    151.676      7.889		0.7964887294164492 | 0.09762581119693248

 R   2 G   7    175     151.67      7.634		0.8303451643935481 | 0.004210182616209535

 R   2 G   8    177    152.234      7.676		0.43277571419854344 | 0.14658668844726608

 R   2 G   9    173    152.692      7.065		0.3964250929807406 | 0.09366780341453596

 R   2 G  10    173    153.074      6.757		0.7964887294164492 | 0.09762581119693248

 R   2 G  11    171    153.372      6.577		0.7964887294164492 | 0.09762581119693248

 R   2 G  12    169    153.426      6.244		0.38958527244907637 | 0.3672839600077008

 R   2 G  13    171    154.226      6.066		0.952961059224495 | 7.669046614182749E-4

 R   2 G  14    167    154.366      5.725		0.8352153503139826 | 0.030138608503917252

 R   2 G  15    169    154.338       5.97		0.9417174709032822 | 0.012562818943934628

 R   2 G  16    169     154.71      5.655		0.8096359657097845 | 0.26368923344356077

 R   2 G  17    171    154.836      5.651		0.8303451643935481 | 0.004210182616209535

 R   2 G  18    171     155.39       5.25		0.952961059224495 | 0.010766904661418275

 R   2 G  19    169    155.502      5.352		0.9417174709032822 | 0.012562818943934628

 R   2 G  20    171     155.27      5.183		0.8303451643935481 | 0.004210182616209535

 R   2 G  21    173    155.626      5.154		0.8096359657097845 | 0.26368923344356077

 R   2 G  22    169    155.416      5.253		0.952961059224495 | 7.669046614182749E-4

 R   2 G  23    171    155.406      5.017		0.8096359657097845 | 0.26368923344356077

 R   2 G  24    169    155.666      4.814		0.9417174709032822 | 0.012562818943934628

 R   2 G  25    169    155.752      4.952		0.9417174709032822 | 0.012562818943934628

 R   2 G  26    169    155.776       4.79		0.9417174709032822 | 0.012562818943934628

 R   2 G  27    169    155.688      5.017		0.932125484748783 | 0.10392385039954943

 R   2 G  28    169    155.738      4.943		0.9517174709032822 | 0.012562818943934628

 R   2 G  29    169    155.854      4.789		0.9317174709032822 | 0.012562818943934628

 R   2 G  30    171    155.568      4.919		0.952961059224495 | 0.010766904661418275

 R   2 G  31    167    155.606      4.815		0.952961059224495 | 7.669046614182749E-4

 R   2 G  32    167    155.698      4.659		0.9417174709032822 | 0.012562818943934628

 R   2 G  33    169    155.998      5.116		0.952961059224495 | 0.010766904661418275

 R   2 G  34    171     155.64      4.983		0.952961059224495 | 7.669046614182749E-4

 R   2 G  35    167    155.722      5.038		0.952961059224495 | 0.010766904661418275

 R   2 G  36    169    155.568      4.871		0.952961059224495 | 0.010766904661418275

 R   2 G  37    169    155.604      5.067		0.952961059224495 | 0.020766904661418277

 R   2 G  38    169    155.558      4.909		0.9517174709032822 | 0.012562818943934628

 R   2 G  39    171    156.032      4.778		0.9517174709032822 | 0.002562818943934628

 R   2 G  40    171    155.936      4.658		0.9517174709032822 | 0.012562818943934628

 R   2 G  41    169    155.828      4.902		0.942961059224495 | 7.669046614182749E-4

 R   2 G  42    169    155.962      4.969		0.952961059224495 | 0.020766904661418277

 R   2 G  43    169     155.78      4.817		0.9317174709032822 | 0.012562818943934628

 R   2 G  44    169    155.912      5.044		0.952961059224495 | 0.010766904661418275

 R   2 G  45    169    155.654       4.84		0.952961059224495 | 0.010766904661418275

 R   2 G  46    169    156.102      4.851		0.9417174709032822 | 0.012562818943934628

 R   2 G  47    169    155.698      4.688		0.952961059224495 | 0.020766904661418277

 R   2 G  48    169    155.566      4.971		0.9417174709032822 | 0.012562818943934628

 R   2 G  49    169    155.562      4.982		0.9417174709032822 | 0.012562818943934628

 R   2 G  50    169    155.522      4.924		0.952961059224495 | 0.010766904661418275

 R   2 G  51    169    155.642      4.874		0.942961059224495 | 0.010766904661418275

 R   2 G  52    171    155.832       4.85		0.9517174709032822 | 0.012562818943934628

 R   2 G  53    169    155.826      4.778		0.9517174709032822 | 0.012562818943934628

 R   2 G  54    169    155.944      4.841		0.9417174709032822 | 0.012562818943934628

 R   2 G  55    169    155.906       4.86		0.9617174709032822 | 0.012562818943934628

 R   2 G  56    169     155.88       4.82		0.962961059224495 | 0.010766904661418275

 R   2 G  57    171    156.002      5.032		0.952961059224495 | 0.010766904661418275

 R   2 G  58    169    155.652      4.926		0.9517174709032822 | 0.012562818943934628

 R   2 G  59    167    155.964      4.722		0.942961059224495 | 0.010766904661418275

 R   2 G  60    169    155.634      5.027		0.9517174709032822 | 0.012562818943934628

 R   2 G  61    169    155.946      4.698		0.9517174709032822 | 0.002562818943934628

 R   2 G  62    171     155.82      4.797		0.9517174709032822 | 0.002562818943934628

 R   2 G  63    173    155.698      4.989		0.9417174709032822 | 0.012562818943934628

 R   2 G  64    169    155.944      4.928		0.9517174709032822 | 0.012562818943934628

 R   2 G  65    169     155.76      4.993		0.9417174709032822 | 0.012562818943934628

 R   2 G  66    169     155.46      5.075		0.9417174709032822 | 0.012562818943934628
