Experiment ID                :  IteratedPrisonersDilemma
Problem Type                 :  IPD
Data Input File Name         :  indata.IPD.txt
Number of Runs               :  50
Generations per Run          :  200
Population Size              :  200
Selection Method             :  2
Fitness Scaling Type         :  0
Min or Max Fitness           :  max
Crossover Type               :  5
Crossover Rate               :  1.0
Mutation Type                :  1
Mutation Rate                :  0.01
Random Number Seed           :  75982
Number of Genes/Points       :  2
Size of Genes                :  1


 R   1 G   0   1496    1359.42      51.39		0.8706525965322613 | 0.13296164268902222
 R   2 G 173   1612    1589.82      8.233		1.0 | 0.05163017658421891

 R   2 G 174   1608    1588.88      8.229		1.0 | 0.05163017658421891

 R   2 G 175   1610    1590.11      8.378		1.0 | 0.05163017658421891

 R   2 G 176   1610    1590.53      8.581		1.0 | 0.05163017658421891

 R   2 G 177   1610    1589.62      9.263		1.0 | 0.05163017658421891

 R   2 G 178   1608    1587.76      9.253		1.0 | 0.05163017658421891

 R   2 G 179   1612    1588.92      8.435		1.0 | 0.05163017658421891

 R   2 G 180   1612    1589.06      9.674		1.0 | 0.05163017658421891

 R   2 G 181   1612     1589.2      7.794		1.0 | 0.05163017658421891

 R   2 G 182   1610    1588.79     10.982		1.0 | 0.05163017658421891

 R   2 G 183   1612    1588.13     10.125		1.0 | 0.05163017658421891

 R   2 G 184   1612    1589.53      9.096		1.0 | 0.06163017658421891

 R   2 G 185   1614    1588.27      8.746		1.0 | 0.05163017658421891

 R   2 G 186   1616    1590.24      9.725		1.0 | 0.05163017658421891

 R   2 G 187   1608    1589.02      8.514		1.0 | 0.05163017658421891

 R   2 G 188   1616    1590.66      8.187		1.0 | 0.04163017658421891

 R   2 G 189   1614    1588.95      8.242		1.0 | 0.05163017658421891

 R   2 G 190   1616    1588.43     12.929		1.0 | 0.05163017658421891

 R   2 G 191   1610    1589.15       8.97		1.0 | 0.05163017658421891

 R   2 G 192   1610    1590.03      9.059		1.0 | 0.05163017658421891

 R   2 G 193   1612    1589.06      8.712		1.0 | 0.05163017658421891

 R   2 G 194   1620    1588.99      9.107		1.0 | 0.04163017658421891

 R   2 G 195   1610    1589.43      8.992		1.0 | 0.04163017658421891

 R   2 G 196   1608    1588.76      9.579		1.0 | 0.05163017658421891

 R   2 G 197   1612    1589.89        8.5		1.0 | 0.04163017658421891

 R   2 G 198   1618    1590.11      8.954		1.0 | 0.04163017658421891

 R   2 G 199   1610    1590.16      7.759		1.0 | 0.05163017658421891

2    108        1.0########### RawFitness
           0          0         1622

 R   3 G   0   1590    1361.78     58.201		0.9974069622894026 | 0.08916796373071678

 R   3 G   1   1594    1382.99     55.303		0.9974069622894026 | 0.08916796373071678

 R   3 G   2   1562    1400.16     55.541		0.9904246494892228 | 0.34968313901286363

 R   3 G   3   1570     1424.5     73.076		0.972296526683357 | 0.1365973248078114

 R   3 G   4   1580    1451.23     67.285		0.9626559300258478 | 0.007591528241465695

 R   3 G   5   1584    1479.78     61.315		0.972296526683357 | 0.1365973248078114

 R   3 G   6   1600    1495.01     56.869		0.9626559300258478 | 0.007591528241465695

 R   3 G   7   1592    1495.59     56.822		0.9626559300258478 | 0.007591528241465695

 R   3 G   8   1586    1505.85     46.186		0.9904246494892228 | 0.34968313901286363

 R   3 G   9   1590    1506.07      46.69		0.972296526683357 | 0.1365973248078114

 R   3 G  10   1584    1508.47     48.278		0.972296526683357 | 0.1365973248078114

 R   3 G  11   1578    1512.36     44.833		0.972296526683357 | 0.1365973248078114

 R   3 G  12   1584    1519.59     45.134		0.962296526683357 | 0.1365973248078114

 R   3 G  13   1572    1515.31     43.412		0.972296526683357 | 0.1365973248078114

 R   3 G  14   1580    1521.71     40.228		0.9904246494892228 | 0.34968313901286363

 R   3 G  15   1586    1519.72     42.028		1.0 | 0.34968313901286363

 R   3 G  16   1584    1522.92     44.063		0.9904246494892228 | 0.35968313901286364

 R   3 G  17   1576    1520.08     41.348		0.972296526683357 | 0.1365973248078114

 R   3 G  18   1584    1520.25     42.923		0.972296526683357 | 0.1365973248078114

 R   3 G  19   1584     1525.8     40.466		0.9904246494892228 | 0.34968313901286363

 R   3 G  20   1580    1522.91     43.575		1.0 | 0.34968313901286363

 R   3 G  21   1578    1531.15     32.949		1.0 | 0.34968313901286363

 R   3 G  22   1570    1530.05     35.629		1.0 | 0.34968313901286363

 R   3 G  23   1580    1528.75     37.229		1.0 | 0.34968313901286363

 R   3 G  24   1578    1531.41     36.394		0.9904246494892228 | 0.34968313901286363

 R   3 G  25   1568     1531.1     34.335		1.0 | 0.34968313901286363

 R   3 G  26   1576    1533.65      32.39		1.0 | 0.34968313901286363

 R   3 G  27   1574     1534.6     34.404		1.0 | 0.34968313901286363

 R   3 G  28   1586    1537.33     29.513		1.0 | 0.34968313901286363

 R   3 G  29   1582    1538.34     25.813		0.9904246494892228 | 0.34968313901286363

 R   3 G  30   1578    1540.38      26.52		1.0 | 0.34968313901286363

 R   3 G  31   1578    1542.14     20.197		1.0 | 0.34968313901286363

 R   3 G  32   1574     1541.3     22.054		1.0 | 0.34968313901286363

 R   3 G  33   1576    1544.64     15.808		1.0 | 0.3396831390128636

 R   3 G  34   1572    1545.86     12.034		1.0 | 0.34968313901286363

 R   3 G  35   1578     1545.0     15.074		1.0 | 0.3396831390128636

 R   3 G  36   1582    1545.35     15.463		1.0 | 0.34968313901286363

 R   3 G  37   1578    1546.45     12.827		1.0 | 0.3396831390128636

 R   3 G  38   1580     1546.1     16.967		1.0 | 0.3396831390128636

 R   3 G  39   1588     1546.6     14.544		1.0 | 0.3396831390128636

 R   3 G  40   1584     1546.4     12.355		1.0 | 0.34968313901286363

 R   3 G  41   1584    1546.94     12.552		1.0 | 0.34968313901286363

 R   3 G  42   1578    1546.61     13.084		1.0 | 0.34968313901286363

 R   3 G  43   1584    1545.01     12.892		1.0 | 0.3396831390128636

 R   3 G  44   1574    1545.38      13.41		1.0 | 0.3396831390128636

 R   3 G  45   1576    1547.06     11.938		1.0 | 0.34968313901286363

 R   3 G  46   1578    1547.27     12.433		1.0 | 0.3296831390128636

 R   3 G  47   1582    1545.31     15.516		1.0 | 0.34968313901286363

 R   3 G  48   1582    1547.55      12.52		1.0 | 0.3396831390128636

 R   3 G  49   1586    1547.65      14.14		1.0 | 0.3396831390128636

 R   3 G  50   1584    1545.92      16.58		1.0 | 0.34968313901286363

 R   3 G  51   1578     1546.5     16.768		1.0 | 0.3296831390128636

 R   3 G  52   1584    1547.25     15.411		1.0 | 0.3296831390128636

 R   3 G  53   1576     1547.3     12.998		1.0 | 0.3296831390128636

 R   3 G  54   1578     1546.8      12.82		1.0 | 0.3296831390128636

 R   3 G  55   1578    1546.67     15.372		1.0 | 0.3296831390128636

 R   3 G  56   1584    1547.31     14.632		1.0 | 0.3296831390128636

 R   3 G  57   1582    1547.69     13.273		1.0 | 0.3296831390128636

 R   3 G  58   1576    1547.46     11.964		1.0 | 0.3296831390128636

 R   3 G  59   1578    1547.05     15.479		1.0 | 0.3396831390128636

 R   3 G  60   1578    1548.52     11.799		1.0 | 0.3196831390128636

 R   3 G  61   1580    1546.95     12.723		1.0 | 0.3296831390128636

 R   3 G  62   1582    1547.84     14.189		1.0 | 0.3196831390128636

 R   3 G  63   1578    1548.47     11.555		1.0 | 0.3296831390128636

 R   3 G  64   1582    1548.66     13.096		1.0 | 0.3196831390128636

 R   3 G  65   1582    1547.54      13.16		1.0 | 0.3196831390128636

 R   3 G  66   1578    1549.48     13.541		1.0 | 0.3296831390128636

 R   3 G  67   1576    1548.99     12.595		0.99 | 0.3196831390128636

 R   3 G  68   1578    1548.46     15.962		1.0 | 0.3196831390128636

 R   3 G  69   1582    1546.68     17.755		1.0 | 0.3196831390128636

 R   3 G  70   1588     1550.5      13.56		1.0 | 0.3196831390128636

 R   3 G  71   1586    1550.07     11.869		1.0 | 0.3196831390128636

 R   3 G  72   1578    1549.57     12.221		1.0 | 0.3196831390128636

 R   3 G  73   1586    1550.14     12.228		1.0 | 0.3196831390128636

 R   3 G  74   1576    1549.07     12.068		1.0 | 0.3196831390128636

 R   3 G  75   1580     1549.3     14.649		1.0 | 0.3196831390128636

 R   3 G  76   1584    1550.21     14.759		1.0 | 0.3096831390128636

 R   3 G  77   1580    1547.63     14.442		1.0 | 0.3096831390128636

 R   3 G  78   1580    1548.79      14.59		1.0 | 0.3096831390128636

 R   3 G  79   1582    1549.04     13.083		1.0 | 0.3196831390128636

 R   3 G  80   1600    1550.28     15.987		1.0 | 0.3296831390128636

 R   3 G  81   1576    1548.21     12.174		1.0 | 0.3196831390128636

 R   3 G  82   1582    1546.97     19.021		1.0 | 0.3196831390128636

 R   3 G  83   1578    1546.12      20.11		1.0 | 0.3196831390128636

 R   3 G  84   1584    1546.98     23.833		0.99 | 0.3196831390128636

 R   3 G  85   1582     1550.3     13.382		1.0 | 0.3196831390128636

 R   3 G  86   1588    1551.04     12.547		1.0 | 0.2996831390128636

 R   3 G  87   1586    1550.15     13.248		1.0 | 0.3096831390128636

 R   3 G  88   1582    1549.96     11.993		1.0 | 0.2996831390128636

 R   3 G  89   1590    1549.85     13.247		1.0 | 0.3196831390128636

 R   3 G  90   1590    1549.63     15.539		1.0 | 0.3196831390128636

 R   3 G  91   1584    1547.85     17.137		1.0 | 0.2996831390128636

 R   3 G  92   1586    1550.13      12.25		1.0 | 0.3196831390128636

 R   3 G  93   1582    1551.73     12.248		1.0 | 0.3096831390128636

 R   3 G  94   1584    1552.52     13.742		1.0 | 0.3196831390128636

 R   3 G  95   1590    1549.95      17.48		1.0 | 0.2996831390128636

 R   3 G  96   1584    1552.17      12.06		1.0 | 0.3296831390128636

 R   3 G  97   1586    1552.19     15.512		1.0 | 0.2996831390128636

 R   3 G  98   1580    1553.01     12.968		1.0 | 0.2996831390128636

 R   3 G  99   1592    1552.99     12.698		1.0 | 0.2996831390128636

 R   3 G 100   1582    1551.38     13.052		1.0 | 0.2996831390128636

 R   3 G 101   1588     1553.6     12.087		1.0 | 0.2996831390128636

 R   3 G 102   1586    1552.71     11.995		1.0 | 0.2996831390128636

 R   3 G 103   1584    1554.09     12.812		1.0 | 0.2996831390128636

 R   3 G 104   1588    1552.22     12.725		1.0 | 0.2996831390128636

 R   3 G 105   1584     1552.8     13.187		1.0 | 0.2996831390128636

 R   3 G 106   1584    1551.55     13.302		1.0 | 0.2996831390128636

 R   3 G 107   1580    1553.19     12.573		1.0 | 0.2996831390128636

 R   3 G 108   1592    1554.24      13.93		1.0 | 0.3096831390128636

 R   3 G 109   1594     1551.1      12.35		1.0 | 0.2996831390128636

 R   3 G 110   1592    1552.74     11.499		1.0 | 0.2996831390128636

 R   3 G 111   1582    1551.23     15.908		1.0 | 0.2996831390128636

 R   3 G 112   1584    1552.61     13.025		1.0 | 0.2996831390128636

 R   3 G 113   1592    1552.96     16.495		1.0 | 0.2896831390128636

 R   3 G 114   1584    1552.97     13.988		1.0 | 0.2996831390128636

 R   3 G 115   1580    1553.09     12.474		1.0 | 0.2996831390128636

 R   3 G 116   1582    1552.63     12.687		1.0 | 0.2996831390128636

 R   3 G 117   1582    1552.49     11.702		1.0 | 0.2996831390128636

 R   3 G 118   1592    1553.25     12.953		1.0 | 0.2996831390128636

 R   3 G 119   1580    1552.55     11.795		1.0 | 0.2996831390128636

 R   3 G 120   1578    1551.93     12.134		1.0 | 0.2996831390128636

 R   3 G 121   1582    1551.85     16.981		1.0 | 0.2996831390128636

 R   3 G 122   1582    1551.71     12.653		1.0 | 0.2996831390128636

 R   3 G 123   1586    1554.61     12.555		1.0 | 0.2896831390128636

 R   3 G 124   1582     1553.6     11.214		1.0 | 0.2996831390128636

 R   3 G 125   1588    1550.62      19.21		1.0 | 0.2996831390128636

 R   3 G 126   1588    1552.75     11.316		1.0 | 0.2996831390128636

 R   3 G 127   1586    1553.77     12.996		1.0 | 0.2996831390128636

 R   3 G 128   1592    1553.56     14.456		1.0 | 0.2896831390128636

 R   3 G 129   1582    1553.12     15.868		1.0 | 0.2896831390128636

 R   3 G 130   1580    1550.33     19.312		1.0 | 0.2996831390128636

 R   3 G 131   1588    1554.34     13.226		1.0 | 0.2896831390128636

 R   3 G 132   1580    1551.64     12.508		1.0 | 0.2896831390128636

 R   3 G 133   1588    1553.95     12.354		1.0 | 0.2896831390128636

 R   3 G 134   1584    1553.39     11.418		1.0 | 0.2896831390128636

 R   3 G 135   1584     1554.9     11.022		1.0 | 0.2996831390128636

 R   3 G 136   1586    1554.48     12.523		1.0 | 0.2996831390128636

 R   3 G 137   1588    1554.33       14.4		1.0 | 0.2996831390128636

 R   3 G 138   1586    1551.51     13.583		1.0 | 0.2896831390128636

 R   3 G 139   1580    1553.05     12.714		1.0 | 0.2896831390128636

 R   3 G 140   1588    1554.12     13.012		1.0 | 0.2896831390128636

 R   3 G 141   1584    1553.42     12.612		1.0 | 0.2896831390128636

 R   3 G 142   1586    1554.32     12.253		1.0 | 0.2896831390128636

 R   3 G 143   1584     1554.0     12.268		1.0 | 0.2896831390128636

 R   3 G 144   1582    1551.89     15.483		1.0 | 0.2896831390128636

 R   3 G 145   1582    1553.89     12.473		1.0 | 0.27968313901286357

 R   3 G 146   1590    1553.86     12.335		1.0 | 0.2896831390128636

 R   3 G 147   1588    1555.85     11.627		1.0 | 0.2896831390128636

 R   3 G 148   1590    1555.08     11.824		1.0 | 0.27968313901286357

 R   3 G 149   1584    1553.07     12.083		1.0 | 0.27968313901286357

 R   3 G 150   1580    1552.74     11.957		1.0 | 0.2996831390128636

 R   3 G 151   1584    1555.19     11.325		1.0 | 0.27968313901286357

 R   3 G 152   1590    1553.55     14.552		1.0 | 0.2896831390128636

 R   3 G 153   1582    1552.83     17.361		1.0 | 0.2896831390128636

 R   3 G 154   1588    1553.65     14.477		1.0 | 0.2896831390128636

 R   3 G 155   1590    1552.76     15.255		1.0 | 0.2896831390128636

 R   3 G 156   1592    1552.46     12.902		1.0 | 0.2896831390128636

 R   3 G 157   1588    1554.47     13.765		1.0 | 0.27968313901286357

 R   3 G 158   1588    1552.58     16.633		1.0 | 0.27968313901286357

 R   3 G 159   1586    1553.84     15.078		1.0 | 0.26968313901286356

 R   3 G 160   1600    1555.19       13.1		1.0 | 0.27968313901286357

 R   3 G 161   1582    1553.88     14.931		1.0 | 0.2896831390128636

 R   3 G 162   1588    1555.17     11.803		1.0 | 0.27968313901286357

 R   3 G 163   1586    1554.31      11.85		1.0 | 0.27968313901286357

 R   3 G 164   1588    1554.89     11.188		1.0 | 0.26968313901286356

 R   3 G 165   1596    1554.37     12.486		1.0 | 0.26968313901286356

 R   3 G 166   1582    1554.35     12.308		1.0 | 0.2896831390128636

 R   3 G 167   1588    1556.07     12.403		1.0 | 0.26968313901286356

 R   3 G 168   1590    1555.65     12.012		1.0 | 0.2996831390128636

 R   3 G 169   1590    1555.89     12.274		1.0 | 0.27968313901286357

 R   3 G 170   1584    1556.79     11.495		1.0 | 0.26968313901286356

 R   3 G 171   1586     1555.7     12.609		1.0 | 0.26968313901286356

 R   3 G 172   1588    1556.37     11.397		1.0 | 0.26968313901286356

 R   3 G 173   1596    1556.35     12.543		1.0 | 0.26968313901286356

 R   3 G 174   1590     1556.4     12.193		1.0 | 0.26968313901286356

 R   3 G 175   1586    1556.37     14.193		1.0 | 0.26968313901286356

 R   3 G 176   1590    1556.46     12.306		1.0 | 0.26968313901286356

 R   3 G 177   1582     1555.6     13.487		1.0 | 0.26968313901286356

 R   3 G 178   1584    1557.02     11.955		0.99 | 0.27968313901286357

 R   3 G 179   1582     1555.8     12.143		1.0 | 0.27968313901286357

 R   3 G 180   1586    1554.73      14.96		1.0 | 0.26968313901286356

 R   3 G 181   1592    1555.07     18.184		1.0 | 0.26968313901286356

 R   3 G 182   1592    1557.51     11.581		1.0 | 0.26968313901286356

 R   3 G 183   1588    1556.48      12.19		1.0 | 0.26968313901286356

 R   3 G 184   1584    1555.84     12.917		1.0 | 0.26968313901286356

 R   3 G 185   1584    1556.89     12.151		1.0 | 0.27968313901286357

 R   3 G 186   1584    1557.28     11.589		1.0 | 0.26968313901286356

 R   3 G 187   1592    1556.72      12.35		1.0 | 0.26968313901286356

 R   3 G 188   1598    1557.67     11.114		1.0 | 0.26968313901286356

 R   3 G 189   1592    1557.76     12.344		1.0 | 0.26968313901286356

 R   3 G 190   1586    1555.41     15.567		1.0 | 0.26968313901286356

 R   3 G 191   1584    1554.85     18.781		1.0 | 0.26968313901286356

 R   3 G 192   1582    1556.43     11.831		1.0 | 0.26968313901286356

 R   3 G 193   1586    1553.88     20.907		1.0 | 0.26968313901286356

 R   3 G 194   1588     1555.4     17.079		1.0 | 0.26968313901286356

 R   3 G 195   1584    1555.72     16.279		1.0 | 0.26968313901286356

 R   3 G 196   1584    1555.74     15.883		1.0 | 0.26968313901286356

 R   3 G 197   1584     1556.6     13.867		1.0 | 0.26968313901286356

 R   3 G 198   1594    1554.83     14.457		1.0 | 0.25968313901286355

 R   3 G 199   1590    1555.63      14.58		1.0 | 0.27968313901286357

3      6        1.0########### RawFitness
           0          0         1600

 R   4 G   0   1528     1355.4     52.063		0.9572927352072698 | 0.44473660857890807

 R   4 G   1   1552    1375.37     51.615		0.9513082341683187 | 0.2823069012228818

 R   4 G   2   1562    1403.11     56.584		0.9687814136171913 | 0.3316915635947333

 R   4 G   3   1570     1429.8       54.5		0.9532740446003958 | 0.2554133788355757

 R   4 G   4   1564     1446.8     51.773		0.9513082341683187 | 0.2823069012228818

 R   4 G   5   1566     1451.6     51.947		0.9599826987926231 | 0.047637543612430895

 R   4 G   6   1570     1467.2     51.782		0.9687814136171913 | 0.3316915635947333

 R   4 G   7   1558    1458.54     53.296		0.9687814136171913 | 0.3316915635947333

 R   4 G   8   1576    1468.17     52.015		0.9687814136171913 | 0.3316915635947333

 R   4 G   9   1576    1470.73     49.782		0.9532740446003958 | 0.2554133788355757

 R   4 G  10   1572    1468.17     48.105		0.9687814136171913 | 0.3316915635947333

 R   4 G  11   1574    1473.14     47.422		0.9687814136171913 | 0.3316915635947333

 R   4 G  12   1598    1477.88     50.578		0.9532740446003958 | 0.2554133788355757

 R   4 G  13   1592    1471.88     50.069		0.9532740446003958 | 0.2554133788355757

 R   4 G  14   1582    1469.47     47.912		0.9532740446003958 | 0.2554133788355757

 R   4 G  15   1574    1472.39     50.281		0.9687814136171913 | 0.3316915635947333

 R   4 G  16   1584    1471.55     47.066		0.9687814136171913 | 0.3316915635947333

 R   4 G  17   1588    1471.21     50.875		0.9687814136171913 | 0.3316915635947333

 R   4 G  18   1572    1475.18     52.434		0.9787814136171913 | 0.3316915635947333

 R   4 G  19   1586    1473.68     50.668		0.9532740446003958 | 0.2554133788355757

 R   4 G  20   1582     1474.4     54.351		0.9687814136171913 | 0.3316915635947333

 R   4 G  21   1570    1473.76     47.993		0.9687814136171913 | 0.3316915635947333

 R   4 G  22   1570    1479.49      51.34		0.9687814136171913 | 0.3316915635947333

 R   4 G  23   1582    1485.18     54.905		0.9687814136171913 | 0.3316915635947333

 R   4 G  24   1572    1495.84     48.384		0.9687814136171913 | 0.3316915635947333

 R   4 G  25   1578    1486.86       47.3		0.9787814136171913 | 0.3316915635947333

 R   4 G  26   1570    1491.96      48.88		0.9787814136171913 | 0.3316915635947333

 R   4 G  27   1572    1492.33      49.02		0.9787814136171913 | 0.3316915635947333

 R   4 G  28   1578    1492.98     49.035		0.9787814136171913 | 0.3316915635947333

 R   4 G  29   1574    1491.09     49.197		0.9787814136171913 | 0.3316915635947333

 R   4 G  30   1576    1489.67     51.779		0.9787814136171913 | 0.3316915635947333

 R   4 G  31   1570     1492.4     47.655		0.9787814136171913 | 0.3316915635947333

 R   4 G  32   1590    1491.19     51.735		0.9787814136171913 | 0.3316915635947333

 R   4 G  33   1572    1492.66     49.246		0.9887814136171913 | 0.3316915635947333

 R   4 G  34   1582    1494.21     48.122		0.9787814136171913 | 0.3316915635947333

 R   4 G  35   1576    1493.76     48.598		0.9787814136171913 | 0.3416915635947333

 R   4 G  36   1570    1490.76     51.287		0.9887814136171913 | 0.3316915635947333

 R   4 G  37   1580    1497.28     52.761		0.9887814136171913 | 0.3316915635947333

 R   4 G  38   1574    1493.02     52.404		0.9787814136171913 | 0.3316915635947333

 R   4 G  39   1580     1501.8     50.637		0.9787814136171913 | 0.3316915635947333

 R   4 G  40   1572    1492.51     51.483		0.9887814136171913 | 0.3316915635947333

 R   4 G  41   1572    1503.21     49.733		0.9887814136171913 | 0.3316915635947333

 R   4 G  42   1588    1512.54     47.924		0.9887814136171913 | 0.3316915635947333

 R   4 G  43   1574    1502.18     49.973		0.9887814136171913 | 0.3316915635947333

 R   4 G  44   1580    1507.29     48.198		0.9887814136171913 | 0.3316915635947333

 R   4 G  45   1574    1506.71     51.484		0.9987814136171913 | 0.3316915635947333

 R   4 G  46   1574    1507.49     49.624		0.9987814136171913 | 0.3316915635947333
