Experiment ID                :  IteratedPrisonersDilemma
Problem Type                 :  IPD
Data Input File Name         :  indata.IPD.txt
Number of Runs               :  50
Generations per Run          :  500
Population Size              :  1000
Selection Method             :  2
Fitness Scaling Type         :  0
Min or Max Fitness           :  max
Crossover Type               :  5
Crossover Rate               :  1.0
Mutation Type                :  1
Mutation Rate                :  0.01
Random Number Seed           :  75982
Number of Genes/Points       :  2
Size of Genes                :  1


 R   1 G   0    152    119.456      8.013		0.34814231536637574 | 0.7826229507853923
 R  46 G 259    142    123.866      5.337		0.2148950799753515 | 0.02

 R  46 G 260    142    123.728      5.539		0.18489507997535148 | 0.0

 R  46 G 261    144     123.82      5.211		0.2148950799753515 | 0.03

 R  46 G 262    144    123.942      5.437		0.1948950799753515 | 0.0

 R  46 G 263    142    124.212      5.378		0.1948950799753515 | 0.01

 R  46 G 264    140    123.952      5.469		0.1948950799753515 | 0.0

 R  46 G 265    142    124.318      5.431		0.18489507997535148 | 0.0

 R  46 G 266    140    123.476      5.106		0.18489507997535148 | 0.0

 R  46 G 267    142    124.074      5.395		0.1948950799753515 | 0.0

 R  46 G 268    144    124.124      5.544		0.18489507997535148 | 0.0

 R  46 G 269    142    123.832      5.311		0.1948950799753515 | 0.0

 R  46 G 270    142    123.676      5.159		0.18489507997535148 | 0.0

 R  46 G 271    144     124.16      5.596		0.18489507997535148 | 0.0

 R  46 G 272    140     123.79      5.326		0.18489507997535148 | 0.0

 R  46 G 273    140    123.778      5.335		0.18489507997535148 | 0.0

 R  46 G 274    144     123.75      5.511		0.18489507997535148 | 0.0

 R  46 G 275    140    123.792      5.234		0.18489507997535148 | 0.0

 R  46 G 276    142    123.964        5.2		0.18489507997535148 | 0.0

 R  46 G 277    142    124.014      5.412		0.18489507997535148 | 0.0

 R  46 G 278    146    123.674      5.501		0.2148950799753515 | 0.02

 R  46 G 279    142     123.66      5.474		0.18489507997535148 | 0.0

 R  46 G 280    140    124.102      5.315		0.18489507997535148 | 0.0

 R  46 G 281    140    123.956      5.303		0.18489507997535148 | 0.0

 R  46 G 282    138     123.73      5.374		0.18489507997535148 | 0.02

 R  46 G 283    140    123.884      5.393		0.22489507997535152 | 0.02

 R  46 G 284    140    123.676      5.261		0.18489507997535148 | 0.0

 R  46 G 285    144    124.202      5.582		0.18489507997535148 | 0.0

 R  46 G 286    142    123.868      5.513		0.18489507997535148 | 0.0

 R  46 G 287    142    123.774      5.303		0.18489507997535148 | 0.02

 R  46 G 288    140    123.766       5.52		0.18489507997535148 | 0.0

 R  46 G 289    144    124.128      5.408		0.18489507997535148 | 0.0

 R  46 G 290    142    124.004       5.38		0.18489507997535148 | 0.0

 R  46 G 291    142    123.938      5.503		0.2048950799753515 | 0.0

 R  46 G 292    140    124.288        5.6		0.22489507997535152 | 0.02

 R  46 G 293    142    123.816      5.356		0.18489507997535148 | 0.0

 R  46 G 294    142    123.888      5.359		0.18489507997535148 | 0.0

 R  46 G 295    138    123.966      5.443		0.18489507997535148 | 0.0

 R  46 G 296    140     124.01      5.267		0.1948950799753515 | 0.0

 R  46 G 297    140    124.056      5.562		0.18489507997535148 | 0.0

 R  46 G 298    140    123.844      5.434		0.17489507997535148 | 0.0

 R  46 G 299    142    123.794      5.478		0.18489507997535148 | 0.0

 R  46 G 300    142    123.834      5.302		0.18489507997535148 | 0.0

 R  46 G 301    142    123.916      5.482		0.18489507997535148 | 0.0

 R  46 G 302    142    123.742      5.435		0.18489507997535148 | 0.01

 R  46 G 303    144    123.858      5.264		0.17489507997535148 | 0.0

 R  46 G 304    142    124.088      5.507		0.1948950799753515 | 0.0

 R  46 G 305    148    123.754      5.473		0.18489507997535148 | 0.0

 R  46 G 306    140    123.752      5.443		0.2148950799753515 | 0.02

 R  46 G 307    142    124.338       5.31		0.17489507997535148 | 0.0

 R  46 G 308    142      123.9      5.403		0.18489507997535148 | 0.0

 R  46 G 309    142    123.562      5.477		0.17489507997535148 | 0.0

 R  46 G 310    140    124.062      5.208		0.18489507997535148 | 0.0

 R  46 G 311    142     124.29      5.402		0.2148950799753515 | 0.03

 R  46 G 312    140    123.948      5.616		0.2148950799753515 | 0.03

 R  46 G 313    144     123.91       5.58		0.2148950799753515 | 0.03

 R  46 G 314    140     123.99      5.354		0.2148950799753515 | 0.03

 R  46 G 315    140     123.82      5.551		0.17489507997535148 | 0.0

 R  46 G 316    146    123.772      5.538		0.17489507997535148 | 0.0

 R  46 G 317    140    123.764      5.253		0.1948950799753515 | 0.01

 R  46 G 318    140    123.628      5.531		0.2148950799753515 | 0.03

 R  46 G 319    142    123.906      5.529		0.2148950799753515 | 0.019999999999999997

 R  46 G 320    138    123.882      5.359		0.17489507997535148 | 0.0

 R  46 G 321    140    123.298      5.419		0.18489507997535148 | 0.0

 R  46 G 322    140     124.07      5.362		0.1948950799753515 | 0.0

 R  46 G 323    142    123.832      5.274		0.18489507997535148 | 0.01

 R  46 G 324    142    123.914      5.222		0.1948950799753515 | 0.0

 R  46 G 325    140     123.64      5.344		0.18489507997535148 | 0.01

 R  46 G 326    142    124.086      5.471		0.17489507997535148 | 0.0

 R  46 G 327    144     124.02      5.373		0.17489507997535148 | 0.0

 R  46 G 328    140    123.948       5.32		0.17489507997535148 | 0.0

 R  46 G 329    142    123.898      5.438		0.1948950799753515 | 0.0

 R  46 G 330    140     124.02      5.399		0.17489507997535148 | 0.0

 R  46 G 331    146    124.032      5.356		0.2148950799753515 | 0.03

 R  46 G 332    142    123.898      5.425		0.18489507997535148 | 0.0

 R  46 G 333    140    123.892      5.208		0.2048950799753515 | 0.01

 R  46 G 334    142    124.022      5.571		0.17489507997535148 | 0.0

 R  46 G 335    138    123.808      5.302		0.18489507997535148 | 0.01

 R  46 G 336    144    124.032      5.572		0.17489507997535148 | 0.0

 R  46 G 337    144    123.788      5.438		0.1948950799753515 | 0.0

 R  46 G 338    144    123.934      5.213		0.2048950799753515 | 0.03

 R  46 G 339    142    123.866      5.413		0.2148950799753515 | 0.03

 R  46 G 340    140    123.966      5.537		0.2048950799753515 | 0.0

 R  46 G 341    140    123.876      5.385		0.2048950799753515 | 0.0

 R  46 G 342    142    123.916      5.344		0.2048950799753515 | 0.0

 R  46 G 343    142    123.874      5.617		0.17489507997535148 | 0.0

 R  46 G 344    144    123.926      5.124		0.1948950799753515 | 0.0

 R  46 G 345    142    123.764      5.576		0.17489507997535148 | 0.0

 R  46 G 346    140    124.008      5.432		0.1948950799753515 | 0.01

 R  46 G 347    142    124.004      5.423		0.2048950799753515 | 0.03

 R  46 G 348    144    123.784      5.837		0.18489507997535148 | 0.0

 R  46 G 349    144    123.858      5.505		0.2048950799753515 | 0.0

 R  46 G 350    144    124.098      5.761		0.1948950799753515 | 0.0

 R  46 G 351    140    123.904      5.564		0.18489507997535148 | 0.01

 R  46 G 352    142     123.83      5.484		0.2048950799753515 | 0.03

 R  46 G 353    138    123.776      5.399		0.2148950799753515 | 0.03

 R  46 G 354    144     123.83      5.532		0.1948950799753515 | 0.01

 R  46 G 355    142    123.492      5.351		0.2148950799753515 | 0.03

 R  46 G 356    144    123.758      5.606		0.2148950799753515 | 0.03

 R  46 G 357    140     123.78      5.605		0.2048950799753515 | 0.03

 R  46 G 358    144    123.808      5.323		0.1948950799753515 | 0.01

 R  46 G 359    146    124.022      5.473		0.1948950799753515 | 0.0

 R  46 G 360    142    124.088      5.377		0.1948950799753515 | 0.01

 R  46 G 361    142    124.094      5.627		0.17489507997535148 | 0.0

 R  46 G 362    140     123.85      5.541		0.1948950799753515 | 0.0

 R  46 G 363    142    123.746      5.486		0.1948950799753515 | 0.03

 R  46 G 364    146    123.806      5.297		0.1948950799753515 | 0.01

 R  46 G 365    142    123.706      5.423		0.1948950799753515 | 0.01

 R  46 G 366    144    123.888      5.273		0.1948950799753515 | 0.0

 R  46 G 367    142    123.734      5.483		0.1948950799753515 | 0.0

 R  46 G 368    144    123.898      5.569		0.2048950799753515 | 0.019999999999999997

 R  46 G 369    140    123.994      5.427		0.1948950799753515 | 0.01

 R  46 G 370    140    123.908      5.259		0.1948950799753515 | 0.0

 R  46 G 371    144    124.098      5.422		0.1948950799753515 | 0.01

 R  46 G 372    146    123.978      5.337		0.1948950799753515 | 0.01

 R  46 G 373    140    123.754      5.464		0.1948950799753515 | 0.0

 R  46 G 374    140    123.572      5.388		0.17489507997535148 | 0.0

 R  46 G 375    142    123.818      5.366		0.17489507997535148 | 0.0

 R  46 G 376    140    123.988      5.403		0.1948950799753515 | 0.01

 R  46 G 377    140    123.626      5.255		0.17489507997535148 | 0.0

 R  46 G 378    140    123.922      5.507		0.2048950799753515 | 0.01

 R  46 G 379    140    123.806      5.479		0.1948950799753515 | 0.01

 R  46 G 380    146     123.84      5.581		0.1948950799753515 | 0.0

 R  46 G 381    138    123.936      5.341		0.18489507997535148 | 0.0

 R  46 G 382    144    123.694      5.391		0.1948950799753515 | 0.0

 R  46 G 383    142     123.78      5.483		0.1948950799753515 | 0.01

 R  46 G 384    142    123.696      5.265		0.17489507997535148 | 0.0

 R  46 G 385    140    123.666      5.488		0.18489507997535148 | 0.01

 R  46 G 386    142    123.844      5.374		0.1948950799753515 | 0.0

 R  46 G 387    140    123.784      5.508		0.17489507997535148 | 0.0

 R  46 G 388    142    123.744      5.602		0.1948950799753515 | 0.0

 R  46 G 389    140    123.566      5.288		0.18489507997535148 | 0.0

 R  46 G 390    142    123.654      5.427		0.18489507997535148 | 0.02

 R  46 G 391    142    124.082      5.416		0.18489507997535148 | 0.02

 R  46 G 392    140    124.008      5.423		0.1948950799753515 | 0.01

 R  46 G 393    138    123.798      5.358		0.18489507997535148 | 0.01

 R  46 G 394    142    123.632      5.623		0.17489507997535148 | 0.01

 R  46 G 395    144    124.266      5.425		0.1948950799753515 | 0.0

 R  46 G 396    140    123.966      5.389		0.17489507997535148 | 0.01

 R  46 G 397    142    123.982      5.279		0.18489507997535148 | 0.01

 R  46 G 398    140    124.058      5.446		0.17489507997535148 | 0.01

 R  46 G 399    142    123.972      5.462		0.17489507997535148 | 0.01

 R  46 G 400    142    124.192      5.361		0.2048950799753515 | 0.01

 R  46 G 401    148     124.03      5.501		0.17489507997535148 | 0.0

 R  46 G 402    140    123.822      5.425		0.17489507997535148 | 0.0

 R  46 G 403    138      123.6      5.194		0.18489507997535148 | 0.0

 R  46 G 404    144    123.832      5.546		0.17489507997535148 | 0.01

 R  46 G 405    142    124.156      5.327		0.17489507997535148 | 0.0

 R  46 G 406    138     123.71      5.425		0.1948950799753515 | 0.01

 R  46 G 407    142    123.762      5.475		0.17489507997535148 | 0.0

 R  46 G 408    142    123.904      5.489		0.2048950799753515 | 0.0

 R  46 G 409    142    123.806      5.214		0.17489507997535148 | 0.01

 R  46 G 410    144    123.804       5.28		0.17489507997535148 | 0.01

 R  46 G 411    140    123.666      5.279		0.17489507997535148 | 0.01

 R  46 G 412    140     123.82      5.437		0.18489507997535148 | 0.01

 R  46 G 413    144    123.714      5.438		0.17489507997535148 | 0.02

 R  46 G 414    142    124.124      5.386		0.18489507997535148 | 0.01

 R  46 G 415    140    123.906      5.228		0.17489507997535148 | 0.01

 R  46 G 416    140    123.946       5.45		0.17489507997535148 | 0.01

 R  46 G 417    144     124.41      5.419		0.18489507997535148 | 0.0

 R  46 G 418    142    123.656      5.512		0.1948950799753515 | 0.01

 R  46 G 419    140    123.732      5.281		0.2048950799753515 | 0.0

 R  46 G 420    140    123.894      5.235		0.18489507997535148 | 0.01

 R  46 G 421    140    124.048      5.547		0.1948950799753515 | 0.01

 R  46 G 422    140    123.916      5.392		0.17489507997535148 | 0.0

 R  46 G 423    142    123.826      5.308		0.18489507997535148 | 0.01

 R  46 G 424    142    123.462      5.625		0.18489507997535148 | 0.01

 R  46 G 425    144    123.824      5.497		0.17489507997535148 | 0.01

 R  46 G 426    142    123.982      5.652		0.18489507997535148 | 0.0

 R  46 G 427    140    123.938      5.406		0.17489507997535148 | 0.0

 R  46 G 428    140     123.78      5.464		0.17489507997535148 | 0.0

 R  46 G 429    146    123.858      5.413		0.17489507997535148 | 0.02

 R  46 G 430    142    124.226      5.586		0.18489507997535148 | 0.01

 R  46 G 431    144    123.952      5.556		0.18489507997535148 | 0.01

 R  46 G 432    140    123.742      5.372		0.17489507997535148 | 0.0

 R  46 G 433    144    124.168      5.254		0.1948950799753515 | 0.01

 R  46 G 434    142     124.12      5.454		0.17489507997535148 | 0.0

 R  46 G 435    140    123.914       5.39		0.18489507997535148 | 0.0

 R  46 G 436    144    123.638      5.181		0.17489507997535148 | 0.0

 R  46 G 437    142    123.924      5.278		0.17489507997535148 | 0.0

 R  46 G 438    144    123.882      5.408		0.16489507997535147 | 0.01

 R  46 G 439    140    124.012      5.249		0.17489507997535148 | 0.01

 R  46 G 440    142    124.294      5.518		0.18489507997535148 | 0.01

 R  46 G 441    140     124.04      5.182		0.17489507997535148 | 0.0

 R  46 G 442    140    123.842      5.257		0.18489507997535148 | 0.0

 R  46 G 443    144    124.028      5.232		0.17489507997535148 | 0.01

 R  46 G 444    140    123.814      5.202		0.1948950799753515 | 0.01

 R  46 G 445    144      124.3       5.38		0.1948950799753515 | 0.03

 R  46 G 446    140    123.624       5.37		0.1948950799753515 | 0.02

 R  46 G 447    142      123.8      5.334		0.17489507997535148 | 0.02

 R  46 G 448    140     123.59      5.264		0.17489507997535148 | 0.0

 R  46 G 449    144    123.882      5.518		0.1948950799753515 | 0.01

 R  46 G 450    144    123.824      5.336		0.18489507997535148 | 0.01

 R  46 G 451    142     123.61      5.385		0.18489507997535148 | 0.0

 R  46 G 452    142      123.7      5.374		0.1948950799753515 | 0.03

 R  46 G 453    142    123.698      5.517		0.17489507997535148 | 0.0

 R  46 G 454    144    123.774      5.496		0.1948950799753515 | 0.03

 R  46 G 455    140     123.89      5.221		0.18489507997535148 | 0.0

 R  46 G 456    138     123.94       5.34		0.18489507997535148 | 0.01

 R  46 G 457    142    124.014      5.536		0.18489507997535148 | 0.01

 R  46 G 458    140    124.184      5.356		0.18489507997535148 | 0.0

 R  46 G 459    140    124.066      5.459		0.18489507997535148 | 0.01

 R  46 G 460    142    124.148      5.605		0.1948950799753515 | 0.01

 R  46 G 461    144    123.588      5.455		0.18489507997535148 | 0.01

 R  46 G 462    142    123.824      5.545		0.17489507997535148 | 0.01

 R  46 G 463    140    123.894       5.56		0.17489507997535148 | 0.0

 R  46 G 464    146    124.046      5.393		0.1948950799753515 | 0.03

 R  46 G 465    146    124.022       5.31		0.18489507997535148 | 0.0

 R  46 G 466    142    124.098      5.534		0.1948950799753515 | 0.01

 R  46 G 467    140     123.91       5.17		0.1948950799753515 | 0.01

 R  46 G 468    140    123.594      5.613		0.18489507997535148 | 0.01

 R  46 G 469    140    123.612       5.53		0.18489507997535148 | 0.0

 R  46 G 470    144    123.966      5.708		0.2048950799753515 | 0.01

 R  46 G 471    144    123.876      5.182		0.1948950799753515 | 0.03

 R  46 G 472    138    124.152      5.293		0.18489507997535148 | 0.01

 R  46 G 473    142    123.688      5.295		0.18489507997535148 | 0.01

 R  46 G 474    142    123.624      5.479		0.18489507997535148 | 0.01

 R  46 G 475    140    123.666      5.564		0.1948950799753515 | 0.03

 R  46 G 476    140     123.83      5.329		0.1948950799753515 | 0.03

 R  46 G 477    140     124.01      5.325		0.18489507997535148 | 0.02

 R  46 G 478    144    123.924      5.514		0.18489507997535148 | 0.01

 R  46 G 479    144    123.708      5.469		0.18489507997535148 | 0.01

 R  46 G 480    146    124.058      5.503		0.17489507997535148 | 0.0

 R  46 G 481    144    124.048      5.464		0.18489507997535148 | 0.01

 R  46 G 482    144    123.984      5.318		0.18489507997535148 | 0.0

 R  46 G 483    144    124.098       5.58		0.1948950799753515 | 0.01

 R  46 G 484    144    124.048      5.261		0.18489507997535148 | 0.01

 R  46 G 485    140    123.886      5.182		0.18489507997535148 | 0.01

 R  46 G 486    142    123.878      5.445		0.2048950799753515 | 0.01

 R  46 G 487    142      124.0      5.404		0.17489507997535148 | 0.0

 R  46 G 488    140    123.838      5.412		0.18489507997535148 | 0.01

 R  46 G 489    140    123.668      5.206		0.17489507997535148 | 0.0

 R  46 G 490    138    123.782      5.336		0.17489507997535148 | 0.0

 R  46 G 491    138    123.828      5.337		0.17489507997535148 | 0.0

 R  46 G 492    140    123.684      5.472		0.2048950799753515 | 0.0

 R  46 G 493    142    124.042      5.339		0.17489507997535148 | 0.0

 R  46 G 494    142    123.568      5.404		0.17489507997535148 | 0.0

 R  46 G 495    144    123.858      5.411		0.17489507997535148 | 0.0

 R  46 G 496    142    123.846      5.557		0.18489507997535148 | 0.01

 R  46 G 497    148    123.786      5.676		0.2048950799753515 | 0.02

 R  46 G 498    140    123.638      5.186		0.2048950799753515 | 0.01

 R  46 G 499    142    123.952       5.46		0.1948950799753515 | 0.01
