Experiment ID                :  IteratedPrisonersDilemma
Problem Type                 :  IPD
Data Input File Name         :  indata.IPD.txt
Number of Runs               :  50
Generations per Run          :  500
Population Size              :  500
Selection Method             :  2
Fitness Scaling Type         :  0
Min or Max Fitness           :  max
Crossover Type               :  5
Crossover Rate               :  1.0
Mutation Type                :  1
Mutation Rate                :  0.01
Random Number Seed           :  75982
Number of Genes/Points       :  2
Size of Genes                :  1


 R   1 G   0    235    201.184     12.486		0.852347974194435 | 0.06606604248548009
 R  47 G 113    229     221.04      3.495		0.99 | 0.0

 R  47 G 114    229     220.84      3.542		0.98 | 0.0

 R  47 G 115    229     221.04      3.577		0.9920597203205834 | 0.0

 R  47 G 116    229     220.86      3.537		1.0 | 0.0

 R  47 G 117    229    220.668       3.81		0.9820597203205834 | 0.0

 R  47 G 118    229    220.812      3.731		1.0 | 0.0

 R  47 G 119    229      220.6      3.527		0.9920597203205834 | 0.0

 R  47 G 120    229    220.844      3.474		0.9920597203205834 | 0.0

 R  47 G 121    229    220.552      3.596		1.0 | 0.0

 R  47 G 122    231    220.816      3.547		0.9920597203205834 | 0.0

 R  47 G 123    231     220.78      3.524		0.9920597203205834 | 0.0

 R  47 G 124    229    220.804      3.449		1.0 | 0.01

 R  47 G 125    231    220.968      3.463		0.9920597203205834 | 0.0

 R  47 G 126    229    220.996      3.351		0.9920597203205834 | 0.0

 R  47 G 127    231    220.844      3.461		0.9920597203205834 | 0.0

 R  47 G 128    229    220.756      3.538		1.0 | 0.0

 R  47 G 129    229    220.964      3.271		1.0 | 0.0

 R  47 G 130    229    220.868        3.3		1.0 | 0.0

 R  47 G 131    229    220.732      3.444		1.0 | 0.0

 R  47 G 132    229      220.8      3.459		0.9920597203205834 | 0.0

 R  47 G 133    227     220.62      3.658		1.0 | 0.0

 R  47 G 134    231    221.076       3.44		0.9920597203205834 | 0.0

 R  47 G 135    229    220.888      3.381		0.99 | 0.0

 R  47 G 136    229    221.112      3.419		1.0 | 0.0

 R  47 G 137    229    220.636      3.403		0.99 | 0.0

 R  47 G 138    229    221.252      3.598		1.0 | 0.0

 R  47 G 139    229    220.828      3.344		1.0 | 0.01

 R  47 G 140    231    221.176      3.304		0.99 | 0.0

 R  47 G 141    231     220.94      3.473		0.9920597203205834 | 0.01

 R  47 G 142    229    220.824      3.345		1.0 | 0.0

 R  47 G 143    229    220.892      3.203		0.9920597203205834 | 0.0

 R  47 G 144    229    220.912      3.159		1.0 | 0.0

 R  47 G 145    233    220.796      3.486		0.9920597203205834 | 0.0

 R  47 G 146    229    221.196      3.333		1.0 | 0.01

 R  47 G 147    229    220.776      3.282		1.0 | 0.0

 R  47 G 148    235    220.668      3.436		0.9920597203205834 | 0.0

 R  47 G 149    231    221.196      3.183		0.9920597203205834 | 0.0

 R  47 G 150    229    220.912      3.413		1.0 | 0.0

 R  47 G 151    229    221.064       2.98		1.0 | 0.0

 R  47 G 152    229     220.84      3.365		1.0 | 0.0

 R  47 G 153    229     220.96       3.19		1.0 | 0.0

 R  47 G 154    229    221.076      3.395		1.0 | 0.0

 R  47 G 155    231    221.128      3.451		0.9820597203205834 | 0.0

 R  47 G 156    229    221.016      3.302		1.0 | 0.0

 R  47 G 157    231    220.796      3.355		0.9820597203205834 | 0.0

 R  47 G 158    229     220.88      3.226		1.0 | 0.0

 R  47 G 159    229    221.024      3.165		1.0 | 0.0

 R  47 G 160    229    221.064      3.162		1.0 | 0.01

 R  47 G 161    231    220.904      3.517		0.9820597203205834 | 0.0

 R  47 G 162    229    221.012      3.305		1.0 | 0.0

 R  47 G 163    229    220.712        3.2		1.0 | 0.0

 R  47 G 164    229     220.88      3.381		1.0 | 0.0

 R  47 G 165    231    220.944      3.414		0.9820597203205834 | 0.0

 R  47 G 166    229     220.94      3.181		1.0 | 0.01

 R  47 G 167    231    220.872      3.299		0.9720597203205834 | 0.0

 R  47 G 168    229    220.876      3.205		0.9720597203205834 | 0.0

 R  47 G 169    229    221.076      3.438		1.0 | 0.0

 R  47 G 170    229    220.952      3.376		1.0 | 0.0

 R  47 G 171    229    220.952      3.228		1.0 | 0.0

 R  47 G 172    229    220.892      3.337		1.0 | 0.0

 R  47 G 173    229    220.388      3.546		1.0 | 0.0

 R  47 G 174    229    220.716      3.298		1.0 | 0.0

 R  47 G 175    229     221.06      3.353		1.0 | 0.0

 R  47 G 176    231    220.956      3.312		0.99 | 0.0

 R  47 G 177    229    220.992      3.352		1.0 | 0.0

 R  47 G 178    229    220.992      3.268		1.0 | 0.0

 R  47 G 179    231    220.988      3.358		0.99 | 0.0

 R  47 G 180    229    220.712      3.357		1.0 | 0.0

 R  47 G 181    229     220.76      3.227		0.99 | 0.0

 R  47 G 182    229    221.044      3.291		1.0 | 0.0

 R  47 G 183    229    220.696      3.391		0.99 | 0.0

 R  47 G 184    231    220.588      3.467		0.99 | 0.0

 R  47 G 185    233    220.884      3.366		0.99 | 0.0

 R  47 G 186    231    220.996      3.254		0.99 | 0.0

 R  47 G 187    229     220.84      3.514		1.0 | 0.0

 R  47 G 188    231    220.776      3.333		0.9820597203205834 | 0.0

 R  47 G 189    229     220.72      3.765		1.0 | 0.01

 R  47 G 190    229     220.96      3.409		1.0 | 0.0

 R  47 G 191    229      220.8      3.296		1.0 | 0.0

 R  47 G 192    229    221.108      3.376		1.0 | 0.0

 R  47 G 193    231    221.048      3.572		0.9820597203205834 | 0.0

 R  47 G 194    229    220.896      3.586		1.0 | 0.0

 R  47 G 195    231    220.764      3.449		0.9820597203205834 | 0.0

 R  47 G 196    229    220.928      3.245		1.0 | 0.0

 R  47 G 197    229    220.828      3.325		1.0 | 0.0

 R  47 G 198    229     220.66      3.196		1.0 | 0.0

 R  47 G 199    229     220.88      3.302		1.0 | 0.01

 R  47 G 200    229    221.108      3.318		1.0 | 0.0

 R  47 G 201    229    220.864      3.294		1.0 | 0.0

 R  47 G 202    231     220.72      3.302		0.99 | 0.0

 R  47 G 203    229    220.932      3.343		1.0 | 0.0

 R  47 G 204    229    221.192      3.119		1.0 | 0.0

 R  47 G 205    229    220.944      3.366		1.0 | 0.0

 R  47 G 206    229     220.86      3.153		1.0 | 0.0

 R  47 G 207    229    220.824      3.178		0.99 | 0.01

 R  47 G 208    229    220.992      3.343		1.0 | 0.0

 R  47 G 209    229    220.948      3.184		1.0 | 0.0

 R  47 G 210    229    221.064      3.333		1.0 | 0.0

 R  47 G 211    229    221.116      3.149		1.0 | 0.0

 R  47 G 212    229    220.736       3.22		0.99 | 0.0

 R  47 G 213    229    221.232      3.352		1.0 | 0.0

 R  47 G 214    229    220.872       3.34		0.99 | 0.0

 R  47 G 215    229    220.612      3.186		1.0 | 0.0

 R  47 G 216    229     220.92      3.356		1.0 | 0.0

 R  47 G 217    231    220.896      3.197		0.99 | 0.0

 R  47 G 218    229    221.264      3.197		0.99 | 0.0

 R  47 G 219    229    220.692      3.335		1.0 | 0.0

 R  47 G 220    231    221.172      3.303		0.99 | 0.0

 R  47 G 221    231    221.004      3.607		0.99 | 0.0

 R  47 G 222    229    221.008      3.381		1.0 | 0.0

 R  47 G 223    229    220.644      3.695		1.0 | 0.0

 R  47 G 224    229     220.62      3.763		0.99 | 0.0

 R  47 G 225    229    221.036      3.344		1.0 | 0.0

 R  47 G 226    231    220.604      3.474		0.99 | 0.0

 R  47 G 227    231    220.712      3.309		0.99 | 0.0

 R  47 G 228    229    220.688      3.637		1.0 | 0.0

 R  47 G 229    229    220.752      3.555		0.99 | 0.0

 R  47 G 230    229    220.932      3.429		1.0 | 0.01

 R  47 G 231    229     220.92      3.605		0.99 | 0.0

 R  47 G 232    229    220.984      3.463		1.0 | 0.0

 R  47 G 233    231    220.552      3.521		0.99 | 0.0

 R  47 G 234    229      220.7      3.511		1.0 | 0.01

 R  47 G 235    231    220.812      3.505		0.99 | 0.0

 R  47 G 236    229    220.908      3.348		0.99 | 0.0

 R  47 G 237    229      221.0      3.465		1.0 | 0.0

 R  47 G 238    229    220.828      3.547		1.0 | 0.0

 R  47 G 239    229    220.584      3.584		1.0 | 0.0

 R  47 G 240    229     220.86      3.473		1.0 | 0.0

 R  47 G 241    229    220.744      3.418		1.0 | 0.01

 R  47 G 242    227    220.852      3.395		1.0 | 0.0

 R  47 G 243    229    220.812      3.319		1.0 | 0.01

 R  47 G 244    229    220.832      3.586		1.0 | 0.0

 R  47 G 245    229    221.008       3.43		1.0 | 0.0

 R  47 G 246    229    221.112      3.251		0.99 | 0.0

 R  47 G 247    229    220.732      3.398		1.0 | 0.0

 R  47 G 248    229     221.02      3.342		0.98 | 0.0

 R  47 G 249    231    220.852      3.486		0.99 | 0.0

 R  47 G 250    229    220.748      3.318		1.0 | 0.0

 R  47 G 251    229    220.908      3.333		1.0 | 0.0

 R  47 G 252    229    220.976      3.307		1.0 | 0.0

 R  47 G 253    229    221.004      3.177		1.0 | 0.0

 R  47 G 254    229    221.272      3.199		1.0 | 0.0

 R  47 G 255    229    221.028      3.113		1.0 | 0.0

 R  47 G 256    229     220.76      3.156		1.0 | 0.0

 R  47 G 257    229    220.904      3.172		1.0 | 0.0

 R  47 G 258    229    220.972      3.105		1.0 | 0.0

 R  47 G 259    229    220.864      3.129		1.0 | 0.0

 R  47 G 260    229    220.972      3.194		1.0 | 0.0

 R  47 G 261    229    221.176       3.47		1.0 | 0.0

 R  47 G 262    229    220.952      3.145		1.0 | 0.0

 R  47 G 263    229    221.056      3.306		1.0 | 0.0

 R  47 G 264    229    221.116      3.185		1.0 | 0.0

 R  47 G 265    229    220.812      3.241		1.0 | 0.0

 R  47 G 266    229    221.124      3.234		0.99 | 0.0

 R  47 G 267    229    221.216      3.148		1.0 | 0.0

 R  47 G 268    229     221.18      3.217		1.0 | 0.0

 R  47 G 269    229    220.968      3.383		1.0 | 0.0

 R  47 G 270    229    221.096      3.283		1.0 | 0.0

 R  47 G 271    229    221.016      3.621		1.0 | 0.0

 R  47 G 272    229    220.804      3.211		1.0 | 0.0

 R  47 G 273    229    220.944      3.193		1.0 | 0.0

 R  47 G 274    229    221.268      3.163		1.0 | 0.0

 R  47 G 275    229    220.908      3.117		1.0 | 0.0

 R  47 G 276    229    220.944      3.213		1.0 | 0.0

 R  47 G 277    229    221.136      3.255		1.0 | 0.0

 R  47 G 278    229    220.588      3.314		1.0 | 0.0

 R  47 G 279    229    221.132      3.217		1.0 | 0.0

 R  47 G 280    229    221.124      3.244		1.0 | 0.0

 R  47 G 281    229     220.94      3.169		1.0 | 0.0

 R  47 G 282    229    221.156      3.236		1.0 | 0.0

 R  47 G 283    229    221.088      3.038		1.0 | 0.0

 R  47 G 284    229    220.716      3.092		1.0 | 0.0

 R  47 G 285    229     221.12      3.386		1.0 | 0.0

 R  47 G 286    229     220.88      3.283		1.0 | 0.0

 R  47 G 287    229    221.024       3.15		1.0 | 0.0

 R  47 G 288    229    220.908      3.163		1.0 | 0.0

 R  47 G 289    229    221.208      3.221		1.0 | 0.0

 R  47 G 290    229    221.052      3.229		1.0 | 0.0

 R  47 G 291    229    220.992      3.357		1.0 | 0.0

 R  47 G 292    229     220.92      3.131		1.0 | 0.0

 R  47 G 293    229    220.864      3.157		1.0 | 0.0

 R  47 G 294    229     220.96      3.093		1.0 | 0.0

 R  47 G 295    229    220.836      3.304		1.0 | 0.0

 R  47 G 296    229    220.836      3.193		1.0 | 0.0

 R  47 G 297    229    220.948        3.3		1.0 | 0.0

 R  47 G 298    229    221.028      3.443		1.0 | 0.0

 R  47 G 299    229    220.784      3.238		1.0 | 0.0

 R  47 G 300    229    220.796       3.57		1.0 | 0.0

 R  47 G 301    229    221.136       3.14		1.0 | 0.01

 R  47 G 302    229    220.948      3.226		1.0 | 0.0

 R  47 G 303    229    220.852      3.447		1.0 | 0.0

 R  47 G 304    229    220.944       3.43		1.0 | 0.0

 R  47 G 305    229     220.74      3.251		1.0 | 0.0

 R  47 G 306    229    220.772      2.929		1.0 | 0.01

 R  47 G 307    229    220.836      3.225		1.0 | 0.0

 R  47 G 308    229    220.776      3.223		1.0 | 0.01

 R  47 G 309    229    220.952      3.314		1.0 | 0.0

 R  47 G 310    229    220.896      3.214		1.0 | 0.01

 R  47 G 311    229    220.888      3.039		1.0 | 0.0

 R  47 G 312    229    220.956      3.229		1.0 | 0.0

 R  47 G 313    229    220.948      3.278		1.0 | 0.0

 R  47 G 314    229    220.808      3.387		1.0 | 0.0

 R  47 G 315    229    220.792      3.161		1.0 | 0.0

 R  47 G 316    229    221.044      3.249		1.0 | 0.0

 R  47 G 317    229    221.072      3.255		1.0 | 0.01

 R  47 G 318    229    220.996      3.271		1.0 | 0.0

 R  47 G 319    231    221.044      3.496		0.99 | 0.0

 R  47 G 320    229     220.78      3.261		1.0 | 0.0

 R  47 G 321    229    221.068      3.263		1.0 | 0.0

 R  47 G 322    231      220.9       3.35		0.99 | 0.0

 R  47 G 323    229    220.904      3.346		1.0 | 0.0

 R  47 G 324    229     221.18      3.249		1.0 | 0.0

 R  47 G 325    229    220.888      3.236		1.0 | 0.0

 R  47 G 326    229    220.836      3.292		1.0 | 0.0

 R  47 G 327    229     220.98      3.252		1.0 | 0.0

 R  47 G 328    229     221.08      3.306		1.0 | 0.0

 R  47 G 329    229    220.876      3.269		1.0 | 0.0

 R  47 G 330    229    220.904      3.288		0.99 | 0.0

 R  47 G 331    229    221.064      3.308		1.0 | 0.0

 R  47 G 332    229    220.988       3.38		1.0 | 0.0

 R  47 G 333    229    221.144      3.371		1.0 | 0.0

 R  47 G 334    231    221.012      3.261		0.99 | 0.0

 R  47 G 335    231    220.976      3.511		0.99 | 0.0

 R  47 G 336    229    221.012      3.202		1.0 | 0.0

 R  47 G 337    229    220.788      3.291		1.0 | 0.0

 R  47 G 338    229     221.08      3.205		1.0 | 0.0

 R  47 G 339    229    221.076      3.314		1.0 | 0.0

 R  47 G 340    229    220.868      3.259		1.0 | 0.0

 R  47 G 341    229    220.996      3.303		1.0 | 0.0

 R  47 G 342    229    220.884      3.315		1.0 | 0.0

 R  47 G 343    229    220.964      3.266		1.0 | 0.0

 R  47 G 344    229    220.932      3.097		1.0 | 0.0

 R  47 G 345    229    221.148      3.209		1.0 | 0.0

 R  47 G 346    229     220.86       3.12		1.0 | 0.0

 R  47 G 347    229    220.768       3.18		1.0 | 0.0

 R  47 G 348    229    220.796      3.215		1.0 | 0.0

 R  47 G 349    229    220.716      3.194		1.0 | 0.0

 R  47 G 350    229    221.016      3.198		1.0 | 0.0

 R  47 G 351    229     221.08      3.142		1.0 | 0.0

 R  47 G 352    229     221.04      3.052		1.0 | 0.0

 R  47 G 353    229    220.712      3.085		1.0 | 0.0

 R  47 G 354    229     220.82      3.126		1.0 | 0.0

 R  47 G 355    229    221.084      3.143		1.0 | 0.0

 R  47 G 356    229    221.064      3.119		1.0 | 0.0

 R  47 G 357    229    220.968      3.314		1.0 | 0.0

 R  47 G 358    229    220.728      3.375		1.0 | 0.0

 R  47 G 359    231    221.008      3.307		0.99 | 0.0

 R  47 G 360    229     221.14      3.244		1.0 | 0.0

 R  47 G 361    229    220.892      3.208		1.0 | 0.0

 R  47 G 362    229    220.832      3.559		1.0 | 0.0

 R  47 G 363    231     220.92      3.371		0.99 | 0.0

 R  47 G 364    229     220.84      3.377		0.99 | 0.0

 R  47 G 365    229    220.796      3.488		1.0 | 0.01

 R  47 G 366    231    220.436      3.702		0.98 | 0.0

 R  47 G 367    229    220.708      3.241		1.0 | 0.0

 R  47 G 368    231    220.928      3.296		0.99 | 0.0

 R  47 G 369    229    220.944      3.465		0.99 | 0.0

 R  47 G 370    235     220.76      3.387		0.98 | 0.0

 R  47 G 371    229    220.864      3.352		1.0 | 0.0

 R  47 G 372    231    220.968      3.263		0.98 | 0.0

 R  47 G 373    229    220.536      3.524		1.0 | 0.01

 R  47 G 374    233    220.832      3.473		0.99 | 0.01

 R  47 G 375    229    220.884      3.545		1.0 | 0.0

 R  47 G 376    229    220.848       3.22		1.0 | 0.0

 R  47 G 377    229    220.832      3.256		1.0 | 0.0

 R  47 G 378    229    221.068      3.246		1.0 | 0.01

 R  47 G 379    229    220.864        3.2		0.99 | 0.0

 R  47 G 380    229    221.084      3.341		1.0 | 0.0

 R  47 G 381    229    220.972      3.427		1.0 | 0.0

 R  47 G 382    229      220.9      3.275		1.0 | 0.0

 R  47 G 383    229    220.868      3.341		1.0 | 0.0

 R  47 G 384    229    220.724      3.252		1.0 | 0.0

 R  47 G 385    229    220.916      3.282		1.0 | 0.0

 R  47 G 386    229    221.088      3.232		1.0 | 0.0

 R  47 G 387    229    220.884      3.137		1.0 | 0.0

 R  47 G 388    229    221.228      3.258		0.99 | 0.0

 R  47 G 389    229    221.032      3.193		1.0 | 0.0

 R  47 G 390    229    220.796       3.19		1.0 | 0.0

 R  47 G 391    229    220.804        3.5		1.0 | 0.0

 R  47 G 392    229    221.048      3.284		1.0 | 0.0

 R  47 G 393    229    220.684      3.256		1.0 | 0.0

 R  47 G 394    229    220.812      3.353		1.0 | 0.01

 R  47 G 395    229    220.608      3.363		0.99 | 0.0

 R  47 G 396    229    220.832      3.224		0.99 | 0.0

 R  47 G 397    229    221.064      3.167		0.99 | 0.0

 R  47 G 398    229     220.94      3.327		1.0 | 0.0

 R  47 G 399    229    220.812      3.268		0.99 | 0.0

 R  47 G 400    229    220.784      3.505		1.0 | 0.0

 R  47 G 401    229    221.136      3.252		1.0 | 0.0

 R  47 G 402    229    220.824      3.426		1.0 | 0.0

 R  47 G 403    229    220.836      3.597		1.0 | 0.02

 R  47 G 404    229    220.736      3.274		1.0 | 0.0

 R  47 G 405    229    220.764      3.255		1.0 | 0.0

 R  47 G 406    231    220.804      3.295		0.99 | 0.0

 R  47 G 407    229     220.58      3.368		1.0 | 0.02

 R  47 G 408    229    220.724      3.501		1.0 | 0.0

 R  47 G 409    229    220.872      3.405		1.0 | 0.0

 R  47 G 410    229    220.736      3.455		1.0 | 0.0

 R  47 G 411    229    220.736      3.212		1.0 | 0.03

 R  47 G 412    229     220.72      3.138		1.0 | 0.0

 R  47 G 413    229      220.8      3.473		1.0 | 0.02

 R  47 G 414    229    220.792      3.276		1.0 | 0.03

 R  47 G 415    229      220.4      3.187		1.0 | 0.0

 R  47 G 416    229    220.736      3.185		1.0 | 0.0

 R  47 G 417    229    220.916      3.221		1.0 | 0.03

 R  47 G 418    229     220.78      3.202		1.0 | 0.0

 R  47 G 419    229     220.88        3.4		1.0 | 0.0

 R  47 G 420    229     220.94      3.231		1.0 | 0.02

 R  47 G 421    229    221.016      3.091		1.0 | 0.0
