Experiment ID                :  IteratedPrisonersDilemma
Problem Type                 :  IPD
Data Input File Name         :  indata.IPD.txt
Number of Runs               :  100
Generations per Run          :  100
Population Size              :  100
Selection Method             :  2
Fitness Scaling Type         :  0
Min or Max Fitness           :  max
Crossover Type               :  4
Crossover Rate               :  1.0
Mutation Type                :  1
Mutation Rate                :  0.1
Random Number Seed           :  75982
Number of Genes/Points       :  2
Size of Genes                :  1


 R   1 G   0    348     205.64     73.431		0.10070556186895041 | 0.06107305562731147
 R  65 G  62    276      212.0     46.249		0.7889366799334163 | 0.20675139071980853

 R  65 G  63    274     218.68     45.958		0.8289366799334164 | 0.19675139071980852

 R  65 G  64    280     217.82     53.624		0.8089366799334163 | 0.20675139071980853

 R  65 G  65    282     219.42     50.812		0.7989366799334163 | 0.20675139071980853

 R  65 G  66    282     219.44     51.091		0.8089366799334163 | 0.20675139071980853

 R  65 G  67    278     212.14     50.649		0.7989366799334163 | 0.23675139071980855

 R  65 G  68    276     209.76     52.768		0.8089366799334163 | 0.20675139071980853

 R  65 G  69    280      212.1     54.737		0.7989366799334163 | 0.20675139071980853

 R  65 G  70    294     205.62     54.866		0.7989366799334163 | 0.21675139071980853

 R  65 G  71    284     209.56     53.585		0.8089366799334163 | 0.20675139071980853

 R  65 G  72    280     220.28     48.897		0.8289366799334164 | 0.1867513907198085

 R  65 G  73    276     211.38     54.313		0.8289366799334164 | 0.20675139071980853

 R  65 G  74    278      200.1     56.827		0.7989366799334163 | 0.21675139071980853

 R  65 G  75    280     209.34     51.511		0.7889366799334163 | 0.22675139071980854

 R  65 G  76    280     209.56     55.084		0.7989366799334163 | 0.21675139071980853

 R  65 G  77    284     208.48     56.505		0.7989366799334163 | 0.20675139071980853

 R  65 G  78    280     222.88     49.538		0.7989366799334163 | 0.21675139071980853

 R  65 G  79    278     211.52     49.094		0.7989366799334163 | 0.20675139071980853

 R  65 G  80    282      221.6     47.339		0.7889366799334163 | 0.22675139071980854

 R  65 G  81    278     227.54     42.127		0.7989366799334163 | 0.20675139071980853

 R  65 G  82    278     215.36     52.423		0.7989366799334163 | 0.19675139071980852

 R  65 G  83    280      209.7     52.953		0.7889366799334163 | 0.22675139071980854

 R  65 G  84    282     209.18     47.716		0.7989366799334163 | 0.23675139071980855

 R  65 G  85    282     213.54      49.02		0.7889366799334163 | 0.22675139071980854

 R  65 G  86    278     210.34     56.558		0.7889366799334163 | 0.22675139071980854

 R  65 G  87    280     215.46     51.851		0.7889366799334163 | 0.22675139071980854

 R  65 G  88    280     216.74     52.815		0.7989366799334163 | 0.1867513907198085

 R  65 G  89    280     212.38     55.211		0.7989366799334163 | 0.19675139071980852

 R  65 G  90    288      207.7     53.421		0.7989366799334163 | 0.21675139071980853

 R  65 G  91    280     213.24     53.251		0.7989366799334163 | 0.21675139071980853

 R  65 G  92    274      203.8     52.383		0.7789366799334163 | 0.22675139071980854

 R  65 G  93    280     215.88     48.289		0.7989366799334163 | 0.19675139071980852

 R  65 G  94    282      214.1     53.741		0.7989366799334163 | 0.19675139071980852

 R  65 G  95    286     211.74     47.958		0.7989366799334163 | 0.21675139071980853

 R  65 G  96    280     215.68     48.601		0.7989366799334163 | 0.21675139071980853

 R  65 G  97    282     212.52     51.969		0.7889366799334163 | 0.21675139071980853

 R  65 G  98    278     210.44     53.188		0.7889366799334163 | 0.20675139071980853

 R  65 G  99    284     208.72     50.863		0.7789366799334163 | 0.21675139071980853

65     8###################### RawFitness
           0          0          350

 R  66 G   0    348     202.92     74.694		0.02118360365888261 | 0.512662784577909

 R  66 G   1    344     211.12     61.714		0.09808969665856038 | 0.11286109311202852

 R  66 G   2    350     214.96     71.385		0.02118360365888261 | 0.512662784577909

 R  66 G   3    348     222.52     65.564		0.02118360365888261 | 0.512662784577909

 R  66 G   4    348     212.32     67.537		0.02118360365888261 | 0.512662784577909

 R  66 G   5    350     210.28     63.039		0.02118360365888261 | 0.512662784577909

 R  66 G   6    350     222.66     67.154		0.02118360365888261 | 0.512662784577909

 R  66 G   7    350      218.0     70.138		0.01118360365888261 | 0.522662784577909

 R  66 G   8    350     225.96     67.292		0.02118360365888261 | 0.512662784577909

 R  66 G   9    350     211.76     69.865		0.02118360365888261 | 0.512662784577909

 R  66 G  10    350      208.2     68.949		0.02118360365888261 | 0.512662784577909

 R  66 G  11    348      204.4     62.877		0.02118360365888261 | 0.512662784577909

 R  66 G  12    348     213.72     73.383		0.01118360365888261 | 0.512662784577909

 R  66 G  13    350      227.8     64.642		0.031183603658882612 | 0.512662784577909

 R  66 G  14    344     216.58     62.259		0.13271615366373768 | 0.20271294545149432

 R  66 G  15    342      221.9     64.256		0.1427161536637377 | 0.21271294545149433

 R  66 G  16    336     203.12     57.881		0.1427161536637377 | 0.1927129454514943

 R  66 G  17    344     211.54     62.247		0.1527161536637377 | 0.1927129454514943

 R  66 G  18    344     217.22     61.257		0.1427161536637377 | 0.20271294545149432

 R  66 G  19    344     219.94     64.831		0.1427161536637377 | 0.21271294545149433

 R  66 G  20    338     220.34     53.607		0.1427161536637377 | 0.21271294545149433

 R  66 G  21    342      204.0     63.415		0.1527161536637377 | 0.21271294545149433

 R  66 G  22    342     209.66     67.125		0.13271615366373768 | 0.20271294545149432

 R  66 G  23    338      207.4     57.665		0.13271615366373768 | 0.22271294545149434

 R  66 G  24    342     215.04     58.373		0.13271615366373768 | 0.20271294545149432

 R  66 G  25    342     215.84     59.579		0.1427161536637377 | 0.21271294545149433

 R  66 G  26    342      216.3     57.103		0.1427161536637377 | 0.21271294545149433

 R  66 G  27    336     221.68     55.357		0.1427161536637377 | 0.21271294545149433

 R  66 G  28    340     217.66     58.863		0.1427161536637377 | 0.21271294545149433

 R  66 G  29    290     208.48     56.698		0.6792530686644511 | 0.29449648149493457

 R  66 G  30    300     209.62     56.559		0.6992530686644511 | 0.3044964814949346

 R  66 G  31    292      209.5     61.775		0.6892530686644511 | 0.3044964814949346

 R  66 G  32    288     201.46      52.51		0.6792530686644511 | 0.29449648149493457

 R  66 G  33    296     220.32     53.957		0.6892530686644511 | 0.27449648149493455

 R  66 G  34    288      208.9     60.298		0.6792530686644511 | 0.3144964814949346

 R  66 G  35    296     207.94     60.549		0.6792530686644511 | 0.28449648149493456

 R  66 G  36    296     219.12     52.683		0.6692530686644511 | 0.29449648149493457

 R  66 G  37    290     215.38     53.025		0.6692530686644511 | 0.3044964814949346

 R  66 G  38    310     219.04      57.71		0.6592530686644511 | 0.3044964814949346

 R  66 G  39    290     214.48      59.36		0.6992530686644511 | 0.3144964814949346

 R  66 G  40    296     223.08      49.01		0.6792530686644511 | 0.3144964814949346

 R  66 G  41    300      213.3     55.381		0.6792530686644511 | 0.29449648149493457

 R  66 G  42    296     222.38     55.813		0.6592530686644511 | 0.27449648149493455

 R  66 G  43    294     212.32     55.088		0.6592530686644511 | 0.29449648149493457

 R  66 G  44    294      210.8     54.378		0.6692530686644511 | 0.29449648149493457

 R  66 G  45    294     213.56     60.221		0.6592530686644511 | 0.28449648149493456

 R  66 G  46    296     216.64     56.868		0.6692530686644511 | 0.28449648149493456

 R  66 G  47    294     200.58      55.04		0.6692530686644511 | 0.28449648149493456

 R  66 G  48    298     214.42      57.77		0.6892530686644511 | 0.29449648149493457

 R  66 G  49    296     208.96     61.334		0.6792530686644511 | 0.3044964814949346

 R  66 G  50    290     212.28     55.413		0.6692530686644511 | 0.28449648149493456

 R  66 G  51    292     208.48     56.828		0.6692530686644511 | 0.28449648149493456

 R  66 G  52    298     215.46     56.831		0.6692530686644511 | 0.29449648149493457

 R  66 G  53    294     211.14     52.718		0.7092530686644511 | 0.3044964814949346

 R  66 G  54    292     206.54     56.856		0.6692530686644511 | 0.28449648149493456

 R  66 G  55    292     219.08     55.118		0.6892530686644511 | 0.3044964814949346

 R  66 G  56    296      225.6     59.409		0.6692530686644511 | 0.27449648149493455

 R  66 G  57    294     217.62     54.301		0.7092530686644511 | 0.3144964814949346

 R  66 G  58    284     212.36     55.295		0.6792530686644511 | 0.3044964814949346

 R  66 G  59    290     206.74     58.391		0.7092530686644511 | 0.3144964814949346

 R  66 G  60    296      220.2     58.293		0.6892530686644511 | 0.29449648149493457

 R  66 G  61    288     202.46     58.478		0.6892530686644511 | 0.3044964814949346

 R  66 G  62    288     210.32      53.61		0.7092530686644511 | 0.3144964814949346

 R  66 G  63    290      211.5     53.081		0.6892530686644511 | 0.29449648149493457

 R  66 G  64    290     216.92     56.088		0.7092530686644511 | 0.3244964814949346

 R  66 G  65    296     212.82     58.592		0.6892530686644511 | 0.29449648149493457

 R  66 G  66    296     215.88     53.056		0.6792530686644511 | 0.3044964814949346

 R  66 G  67    290      211.1     56.968		0.6692530686644511 | 0.3044964814949346

 R  66 G  68    292     210.66     60.926		0.6692530686644511 | 0.3044964814949346

 R  66 G  69    292     202.48     57.871		0.7192530686644512 | 0.3244964814949346

 R  66 G  70    294     204.88     56.049		0.6792530686644511 | 0.3244964814949346

 R  66 G  71    298     207.66     60.953		0.6692530686644511 | 0.29449648149493457

 R  66 G  72    292     200.94     62.328		0.6792530686644511 | 0.3044964814949346

 R  66 G  73    294     215.12     57.564		0.6692530686644511 | 0.3044964814949346

 R  66 G  74    294     222.86     57.156		0.6892530686644511 | 0.29449648149493457

 R  66 G  75    290     211.38     61.475		0.6692530686644511 | 0.29449648149493457

 R  66 G  76    294     208.74     59.955		0.6792530686644511 | 0.3044964814949346

 R  66 G  77    292     209.18     56.294		0.7192530686644512 | 0.29449648149493457

 R  66 G  78    286     208.76     57.668		0.6692530686644511 | 0.3144964814949346

 R  66 G  79    290     191.78     56.831		0.6592530686644511 | 0.3144964814949346

 R  66 G  80    294     217.88     55.517		0.6692530686644511 | 0.3144964814949346

 R  66 G  81    290     215.82     47.648		0.7092530686644511 | 0.29449648149493457

 R  66 G  82    290     214.44     56.921		0.7192530686644512 | 0.29449648149493457

 R  66 G  83    284     217.28     52.397		0.7292530686644512 | 0.29449648149493457

 R  66 G  84    292     217.22     50.979		0.7192530686644512 | 0.29449648149493457

 R  66 G  85    288     201.16     59.461		0.7192530686644512 | 0.28449648149493456

 R  66 G  86    288     212.72      60.79		0.7092530686644511 | 0.29449648149493457

 R  66 G  87    288     209.96     62.192		0.7092530686644511 | 0.29449648149493457

 R  66 G  88    298     208.82     58.816		0.6792530686644511 | 0.3144964814949346

 R  66 G  89    296     212.84     54.752		0.7092530686644511 | 0.29449648149493457

 R  66 G  90    296     207.18     57.632		0.6492530686644511 | 0.3144964814949346

 R  66 G  91    294     209.52     59.948		0.7192530686644512 | 0.29449648149493457

 R  66 G  92    294     217.38     54.415		0.6692530686644511 | 0.3044964814949346

 R  66 G  93    290     215.88     54.746		0.7192530686644512 | 0.29449648149493457

 R  66 G  94    290     204.38     56.364		0.6592530686644511 | 0.3244964814949346

 R  66 G  95    286     210.16     53.299		0.7092530686644511 | 0.3044964814949346

 R  66 G  96    296     217.42     56.221		0.7292530686644512 | 0.29449648149493457

 R  66 G  97    290     207.68     54.644		0.7092530686644511 | 0.3044964814949346

 R  66 G  98    288     219.58     54.486		0.7092530686644511 | 0.3044964814949346

 R  66 G  99    290     222.02     54.431		0.6992530686644511 | 0.3044964814949346

66     2###################### RawFitness
           0          0          350

 R  67 G   0    346     213.48     73.996		0.05484183279065602 | 0.8051076952157868

 R  67 G   1    348     213.52     66.239		0.08284756490817369 | 0.9234887494229935

 R  67 G   2    342      209.2     72.266		0.09903191361847517 | 0.920972940129289

 R  67 G   3    330     197.94     65.467		0.20250955218318278 | 0.529496340757103

 R  67 G   4    344      214.2      69.25		0.20250955218318278 | 0.529496340757103

 R  67 G   5    336     206.22     67.262		0.20250955218318278 | 0.5194963407571029

 R  67 G   6    330     206.76     58.383		0.20250955218318278 | 0.529496340757103

 R  67 G   7    328     203.68     66.808		0.2125095521831828 | 0.539496340757103

 R  67 G   8    330     197.22     74.515		0.20250955218318278 | 0.529496340757103

 R  67 G   9    340     211.54     75.727		0.20250955218318278 | 0.529496340757103

 R  67 G  10    336      208.2     79.145		0.2125095521831828 | 0.529496340757103

 R  67 G  11    334     196.42     75.391		0.2125095521831828 | 0.529496340757103

 R  67 G  12    336     203.26     71.465		0.20250955218318278 | 0.529496340757103

 R  67 G  13    332      202.7     68.969		0.20250955218318278 | 0.5194963407571029

 R  67 G  14    340     212.84     67.098		0.2225095521831828 | 0.5194963407571029

 R  67 G  15    334     210.96     72.715		0.2325095521831828 | 0.529496340757103

 R  67 G  16    340     219.72     71.793		0.2125095521831828 | 0.539496340757103

 R  67 G  17    340     190.68     83.122		0.2125095521831828 | 0.549496340757103

 R  67 G  18    338     220.42     70.437		0.20250955218318278 | 0.529496340757103

 R  67 G  19    338     208.26     72.361		0.2125095521831828 | 0.529496340757103

 R  67 G  20    340     204.78     76.128		0.2125095521831828 | 0.5194963407571029

 R  67 G  21    342     222.84     76.418		0.2125095521831828 | 0.5194963407571029

 R  67 G  22    338     228.78     68.212		0.2325095521831828 | 0.5194963407571029

 R  67 G  23    340      211.5     76.971		0.2325095521831828 | 0.529496340757103

 R  67 G  24    342      213.5     77.629		0.2125095521831828 | 0.5194963407571029

 R  67 G  25    336      213.9     72.331		0.2125095521831828 | 0.539496340757103

 R  67 G  26    338     221.68     74.471		0.20250955218318278 | 0.5194963407571029

 R  67 G  27    338     223.22     74.127		0.19250955218318277 | 0.5194963407571029

 R  67 G  28    332     202.24     71.951		0.19250955218318277 | 0.5194963407571029

 R  67 G  29    338     205.68     78.681		0.2125095521831828 | 0.539496340757103

 R  67 G  30    338     207.24      81.03		0.2125095521831828 | 0.539496340757103

 R  67 G  31    344     218.28     76.087		0.20250955218318278 | 0.5094963407571029

 R  67 G  32    336     204.24     73.491		0.20250955218318278 | 0.559496340757103

 R  67 G  33    340     224.32     76.568		0.20250955218318278 | 0.559496340757103

 R  67 G  34    338     215.46      73.04		0.2125095521831828 | 0.539496340757103

 R  67 G  35    336     207.98     64.754		0.20250955218318278 | 0.539496340757103

 R  67 G  36    338     221.16     80.664		0.2125095521831828 | 0.5194963407571029

 R  67 G  37    338     212.82     67.109		0.2225095521831828 | 0.529496340757103

 R  67 G  38    338     211.02     74.654		0.2325095521831828 | 0.529496340757103

 R  67 G  39    340      196.1     78.218		0.2225095521831828 | 0.5194963407571029

 R  67 G  40    336     203.46     74.786		0.2225095521831828 | 0.539496340757103

 R  67 G  41    336     229.24     66.196		0.2225095521831828 | 0.539496340757103

 R  67 G  42    334     207.32     75.989		0.2325095521831828 | 0.529496340757103

 R  67 G  43    336      219.9     76.147		0.2125095521831828 | 0.539496340757103

 R  67 G  44    340     213.64     64.632		0.2225095521831828 | 0.539496340757103

 R  67 G  45    336     218.74     75.321		0.2225095521831828 | 0.529496340757103

 R  67 G  46    338     221.66     74.912		0.24250955218318282 | 0.539496340757103
