Experiment ID                :  IteratedPrisonersDilemma
Problem Type                 :  IPD
Data Input File Name         :  indata.IPD.txt
Number of Runs               :  100
Generations per Run          :  100
Population Size              :  100
Selection Method             :  2
Fitness Scaling Type         :  0
Min or Max Fitness           :  max
Crossover Type               :  4
Crossover Rate               :  1.0
Mutation Type                :  1
Mutation Rate                :  0.1
Random Number Seed           :  75982
Number of Genes/Points       :  2
Size of Genes                :  1


 R   1 G   0    348      205.6     73.457		0.10070556186895041 | 0.06107305562731147

 R  88 G  86    308      198.6     67.406		0.5433161119668504 | 0.5185746026983007

 R  88 G  87    306     215.34     67.972		0.5533161119668504 | 0.5185746026983007

 R  88 G  88    304     208.38     65.924		0.5533161119668504 | 0.5085746026983007

 R  88 G  89    308     204.56     64.641		0.5533161119668504 | 0.5185746026983007

 R  88 G  90    310      200.3      70.55		0.5533161119668504 | 0.5185746026983007

 R  88 G  91    304     210.42     63.125		0.5633161119668504 | 0.5285746026983007

 R  88 G  92    310     197.96     69.539		0.5533161119668504 | 0.5185746026983007

 R  88 G  93    318     219.72     61.129		0.5533161119668504 | 0.5185746026983007

 R  88 G  94    312     200.36     64.605		0.5533161119668504 | 0.5185746026983007

 R  88 G  95    312     205.76     76.237		0.5633161119668504 | 0.5185746026983007

 R  88 G  96    314     208.36     65.809		0.5633161119668504 | 0.5085746026983007

 R  88 G  97    302     199.28     73.092		0.5433161119668504 | 0.5185746026983007

 R  88 G  98    308     216.36     71.393		0.5533161119668504 | 0.4985746026983007

 R  88 G  99    316     211.24     67.526		0.5633161119668504 | 0.4985746026983007

88     0###################### RawFitness
           0          0          350

 R  89 G   0    342      204.9     72.479		0.13019273752122373 | 0.2227914068013258

 R  89 G   1    342     207.44     66.169		0.1508691465475509 | 0.970044509236945

 R  89 G   2    332     198.48     63.024		0.1220231654007029 | 0.6676138931183078

 R  89 G   3    332     194.04     74.473		0.29520959376208744 | 0.7528535876386887

 R  89 G   4    324      203.1     61.005		0.30520959376208745 | 0.7628535876386887

 R  89 G   5    344      211.2     69.009		0.09340393773138189 | 0.768410903463279

 R  89 G   6    346     201.42     70.541		0.09340393773138189 | 0.768410903463279

 R  89 G   7    344      216.8     75.733		0.09340393773138189 | 0.758410903463279

 R  89 G   8    348      199.9     81.352		0.09340393773138189 | 0.758410903463279

 R  89 G   9    344     198.66     69.481		0.09340393773138189 | 0.768410903463279

 R  89 G  10    346     221.08     69.264		0.09340393773138189 | 0.758410903463279

 R  89 G  11    342     212.38     69.287		0.09340393773138189 | 0.758410903463279

 R  89 G  12    344      202.4     72.161		0.09340393773138189 | 0.758410903463279

 R  89 G  13    340     217.54      54.23		0.09340393773138189 | 0.758410903463279

 R  89 G  14    338     206.78     59.916		0.09340393773138189 | 0.758410903463279

 R  89 G  15    348     215.58     54.494		0.09340393773138189 | 0.738410903463279

 R  89 G  16    336     214.06     53.475		0.09340393773138189 | 0.748410903463279

 R  89 G  17    274     210.32     56.599		0.8651606979463717 | 0.27053177314884724

 R  89 G  18    342     209.48     58.815		0.0834039377313819 | 0.738410903463279

 R  89 G  19    276     205.26     57.325		0.8451606979463717 | 0.30053177314884727

 R  89 G  20    276     220.96     44.998		0.8351606979463717 | 0.3105317731488473

 R  89 G  21    274     212.98      51.18		0.8451606979463717 | 0.30053177314884727

 R  89 G  22    272     218.52      54.58		0.8451606979463717 | 0.29053177314884726

 R  89 G  23    274     210.78     54.227		0.8451606979463717 | 0.29053177314884726

 R  89 G  24    274     211.02     52.326		0.8551606979463717 | 0.29053177314884726

 R  89 G  25    274      214.9     51.478		0.8551606979463717 | 0.29053177314884726

 R  89 G  26    274     214.44     53.378		0.8451606979463717 | 0.29053177314884726

 R  89 G  27    280     221.04     49.472		0.8451606979463717 | 0.3105317731488473

 R  89 G  28    274     203.26     55.793		0.8551606979463717 | 0.29053177314884726

 R  89 G  29    270     198.92     52.054		0.8551606979463717 | 0.30053177314884727

 R  89 G  30    270     205.36     54.952		0.8351606979463717 | 0.3105317731488473

 R  89 G  31    276     211.92     54.542		0.8251606979463717 | 0.30053177314884727

 R  89 G  32    274     211.88     54.276		0.8451606979463717 | 0.3105317731488473

 R  89 G  33    278     215.56     54.553		0.8351606979463717 | 0.30053177314884727

 R  89 G  34    276     205.04     54.765		0.8351606979463717 | 0.28053177314884725

 R  89 G  35    268     203.56     55.596		0.8551606979463717 | 0.30053177314884727

 R  89 G  36    278     215.62     54.884		0.8351606979463717 | 0.29053177314884726

 R  89 G  37    272     214.24     54.263		0.8251606979463717 | 0.3205317731488473

 R  89 G  38    278     215.12     54.721		0.8451606979463717 | 0.30053177314884727

 R  89 G  39    276     214.12     54.691		0.8351606979463717 | 0.3105317731488473

 R  89 G  40    274      198.2     54.959		0.8451606979463717 | 0.29053177314884726

 R  89 G  41    280     215.48     51.032		0.8351606979463717 | 0.30053177314884727

 R  89 G  42    272     204.16     56.698		0.8051606979463717 | 0.3105317731488473

 R  89 G  43    274     213.12     54.488		0.8451606979463717 | 0.30053177314884727

 R  89 G  44    274     211.06     52.923		0.8151606979463717 | 0.3105317731488473

 R  89 G  45    276     210.14     51.722		0.8551606979463717 | 0.30053177314884727

 R  89 G  46    282     207.56     56.958		0.8351606979463717 | 0.3105317731488473

 R  89 G  47    276      201.2     62.251		0.8151606979463717 | 0.30053177314884727

 R  89 G  48    274     200.46     56.418		0.8151606979463717 | 0.3105317731488473

 R  89 G  49    276      209.8     55.596		0.8351606979463717 | 0.3105317731488473

 R  89 G  50    280     218.82     52.531		0.8351606979463717 | 0.3105317731488473

 R  89 G  51    280      218.1      55.29		0.8251606979463717 | 0.3105317731488473

 R  89 G  52    276      206.3     56.929		0.8151606979463717 | 0.3105317731488473

 R  89 G  53    278     215.22      51.13		0.8351606979463717 | 0.3205317731488473

 R  89 G  54    276     212.66     52.816		0.8051606979463717 | 0.30053177314884727

 R  89 G  55    276     214.36     57.714		0.8351606979463717 | 0.3105317731488473

 R  89 G  56    274     217.78     59.808		0.8051606979463717 | 0.30053177314884727

 R  89 G  57    282     210.56     52.704		0.8151606979463717 | 0.30053177314884727

 R  89 G  58    280     216.08     48.297		0.8051606979463717 | 0.3105317731488473

 R  89 G  59    284     209.54     59.512		0.8451606979463717 | 0.29053177314884726

 R  89 G  60    278     216.56     52.494		0.8151606979463717 | 0.3105317731488473

 R  89 G  61    282     203.24     55.128		0.8351606979463717 | 0.3105317731488473

 R  89 G  62    276      212.7     58.154		0.8051606979463717 | 0.30053177314884727

 R  89 G  63    274     205.42     57.757		0.8351606979463717 | 0.28053177314884725

 R  89 G  64    278     207.88     50.623		0.7951606979463717 | 0.3105317731488473

 R  89 G  65    274     211.06     54.202		0.8351606979463717 | 0.30053177314884727

 R  89 G  66    276     213.14     52.788		0.7951606979463717 | 0.3205317731488473

 R  89 G  67    278     212.68     54.432		0.8351606979463717 | 0.30053177314884727

 R  89 G  68    274      217.9     52.444		0.8351606979463717 | 0.30053177314884727

 R  89 G  69    278     208.04     54.062		0.8551606979463717 | 0.3105317731488473

 R  89 G  70    282     212.88     56.638		0.8151606979463717 | 0.29053177314884726

 R  89 G  71    274      205.0     57.238		0.8251606979463717 | 0.30053177314884727

 R  89 G  72    280     205.52      57.22		0.8251606979463717 | 0.30053177314884727

 R  89 G  73    274     213.14      52.48		0.8151606979463717 | 0.30053177314884727

 R  89 G  74    276     204.32     54.094		0.8351606979463717 | 0.3105317731488473

 R  89 G  75    276     215.76      56.39		0.8251606979463717 | 0.3105317731488473

 R  89 G  76    276     210.98     55.459		0.8051606979463717 | 0.30053177314884727

 R  89 G  77    276     221.06      50.55		0.8351606979463717 | 0.3105317731488473

 R  89 G  78    276     214.22     54.211		0.8351606979463717 | 0.3105317731488473

 R  89 G  79    280     207.82      56.39		0.8251606979463717 | 0.3105317731488473

 R  89 G  80    280     212.54     53.663		0.8451606979463717 | 0.30053177314884727

 R  89 G  81    278     203.78     57.749		0.8351606979463717 | 0.3105317731488473

 R  89 G  82    276     211.84     56.034		0.8351606979463717 | 0.28053177314884725

 R  89 G  83    282     211.14     56.913		0.8251606979463717 | 0.27053177314884724

 R  89 G  84    274     214.16     54.626		0.8451606979463717 | 0.28053177314884725

 R  89 G  85    274      216.7     52.807		0.8351606979463717 | 0.28053177314884725

 R  89 G  86    276     213.28     56.682		0.8351606979463717 | 0.28053177314884725

 R  89 G  87    280      209.0     53.687		0.8351606979463717 | 0.28053177314884725

 R  89 G  88    278     200.86     57.259		0.8351606979463717 | 0.28053177314884725

 R  89 G  89    278     212.44     54.683		0.8251606979463717 | 0.28053177314884725

 R  89 G  90    274     208.02     56.202		0.8351606979463717 | 0.29053177314884726

 R  89 G  91    274     202.52     59.124		0.8251606979463717 | 0.28053177314884725

 R  89 G  92    282     207.82     56.048		0.8251606979463717 | 0.27053177314884724

 R  89 G  93    272     212.08     56.414		0.8451606979463717 | 0.28053177314884725

 R  89 G  94    278     206.26     55.606		0.8451606979463717 | 0.29053177314884726

 R  89 G  95    282     210.02     55.442		0.8251606979463717 | 0.27053177314884724

 R  89 G  96    282     213.48     53.419		0.8551606979463717 | 0.27053177314884724

 R  89 G  97    280      213.3     53.138		0.8351606979463717 | 0.27053177314884724

 R  89 G  98    278     212.54     53.638		0.8351606979463717 | 0.28053177314884725

 R  89 G  99    276     220.66     51.126		0.8451606979463717 | 0.29053177314884726

89     8###################### RawFitness
           0          0          348

 R  90 G   0    348     204.02      67.01		0.07505182243137809 | 0.6049529123021704

 R  90 G   1    350     220.24       72.7		0.0025559094655037695 | 0.6841192694667582

 R  90 G   2    346      208.8     74.607		0.07505182243137809 | 0.5949529123021704

 R  90 G   3    344     210.64     63.387		0.07505182243137809 | 0.6049529123021704

 R  90 G   4    336      199.2     77.887		0.25864912533567486 | 0.6550315186014986

 R  90 G   5    324     207.12     69.776		0.168518010645475 | 0.0029524058538009657

 R  90 G   6    342     209.72     67.802		0.168518010645475 | 0.012952405853800966

 R  90 G   7    338     208.74     71.767		0.168518010645475 | 0.012952405853800966

 R  90 G   8    334     202.02     76.839		0.168518010645475 | 0.012952405853800966

 R  90 G   9    320      208.6     70.601		0.4129029328422843 | 0.8248837777901608

 R  90 G  10    322     218.08     71.863		0.4329029328422843 | 0.8348837777901608

 R  90 G  11    316     197.46     79.839		0.4229029328422843 | 0.8248837777901608

 R  90 G  12    322     216.68     73.453		0.4129029328422843 | 0.8348837777901608

 R  90 G  13    328     198.64     82.764		0.4229029328422843 | 0.8348837777901608

 R  90 G  14    318     211.28     76.002		0.4129029328422843 | 0.8348837777901608

 R  90 G  15    330      207.1     78.057		0.4229029328422843 | 0.8348837777901608

 R  90 G  16    314     208.54     68.074		0.4129029328422843 | 0.8348837777901608

 R  90 G  17    318     195.58     80.635		0.4229029328422843 | 0.8348837777901608

 R  90 G  18    316     191.78     86.026		0.4229029328422843 | 0.8348837777901608

 R  90 G  19    318     198.82     83.281		0.4229029328422843 | 0.8248837777901608

 R  90 G  20    310     206.22     74.938		0.4329029328422843 | 0.8348837777901608

 R  90 G  21    316     193.88     84.666		0.4229029328422843 | 0.8348837777901608

 R  90 G  22    318     195.58     84.752		0.4229029328422843 | 0.8348837777901608

 R  90 G  23    326     202.74     79.658		0.4229029328422843 | 0.8248837777901608

 R  90 G  24    316     209.32     77.765		0.4229029328422843 | 0.8148837777901607

 R  90 G  25    324     200.34     79.442		0.4029029328422843 | 0.8548837777901608

 R  90 G  26    318     210.42     76.952		0.4129029328422843 | 0.8648837777901608

 R  90 G  27    322     197.14     88.503		0.4329029328422843 | 0.8248837777901608

 R  90 G  28    316     197.08     79.478		0.4029029328422843 | 0.8548837777901608

 R  90 G  29    322     203.78     83.594		0.4129029328422843 | 0.8448837777901608

 R  90 G  30    324     213.58     79.993		0.3929029328422843 | 0.8248837777901608

 R  90 G  31    320     207.94      84.88		0.38290293284228427 | 0.8248837777901608

 R  90 G  32    328     193.92     84.478		0.4129029328422843 | 0.8348837777901608

 R  90 G  33    318      215.3     71.008		0.4229029328422843 | 0.8148837777901607

 R  90 G  34    326     212.46     84.734		0.4029029328422843 | 0.8748837777901608

 R  90 G  35    324      204.0      77.94		0.4229029328422843 | 0.8248837777901608

 R  90 G  36    324     217.42      80.21		0.4229029328422843 | 0.7948837777901607

 R  90 G  37    326      215.2     80.897		0.4029029328422843 | 0.8748837777901608

 R  90 G  38    326     204.64     77.494		0.4229029328422843 | 0.8248837777901608

 R  90 G  39    318     188.98     85.939		0.4229029328422843 | 0.8348837777901608

 R  90 G  40    332     204.36     79.739		0.38290293284228427 | 0.8448837777901608

 R  90 G  41    322     195.76      82.99		0.4229029328422843 | 0.8148837777901607

 R  90 G  42    324     210.96     82.808		0.4229029328422843 | 0.8148837777901607

 R  90 G  43    320     213.22      81.43		0.4229029328422843 | 0.8048837777901607

 R  90 G  44    314     218.84      78.36		0.4229029328422843 | 0.8248837777901608

 R  90 G  45    318     203.32     87.488		0.47290293284228435 | 0.8248837777901608

 R  90 G  46    316      206.6     80.698		0.45290293284228433 | 0.8248837777901608

 R  90 G  47    314     209.76     69.257		0.46290293284228434 | 0.8148837777901607

 R  90 G  48    320     206.14     81.969		0.4129029328422843 | 0.8248837777901608

 R  90 G  49    320     198.84     77.819		0.46290293284228434 | 0.8348837777901608

 R  90 G  50    318      204.2     81.534		0.46290293284228434 | 0.8248837777901608

 R  90 G  51    316     208.52     79.726		0.4129029328422843 | 0.8248837777901608

 R  90 G  52    322     207.06     73.596		0.4129029328422843 | 0.8248837777901608

 R  90 G  53    318     202.02     84.893		0.4329029328422843 | 0.8248837777901608

 R  90 G  54    318     202.58     74.248		0.4129029328422843 | 0.8248837777901608

 R  90 G  55    328     212.76     81.579		0.46290293284228434 | 0.8248837777901608

 R  90 G  56    314     209.76     71.864		0.4229029328422843 | 0.8248837777901608

 R  90 G  57    320     188.22     86.174		0.46290293284228434 | 0.8248837777901608

 R  90 G  58    324     210.36     74.767		0.4229029328422843 | 0.8148837777901607

 R  90 G  59    322      195.4     77.622		0.4129029328422843 | 0.8248837777901608

 R  90 G  60    318     195.82     79.523		0.4329029328422843 | 0.8548837777901608

 R  90 G  61    316     206.12     80.684		0.47290293284228435 | 0.8248837777901608

 R  90 G  62    318     208.74     75.535		0.4429029328422843 | 0.8148837777901607

 R  90 G  63    320     209.74     73.877		0.4229029328422843 | 0.8348837777901608

 R  90 G  64    324      202.9     86.964		0.4429029328422843 | 0.8148837777901607

 R  90 G  65    320     208.32      72.17		0.4029029328422843 | 0.8348837777901608

 R  90 G  66    324     201.12     77.597		0.4429029328422843 | 0.8248837777901608

 R  90 G  67    318     209.98     82.853		0.4129029328422843 | 0.8348837777901608

 R  90 G  68    318      205.9      79.25		0.4229029328422843 | 0.8348837777901608

 R  90 G  69    326     212.26     74.351		0.4129029328422843 | 0.8348837777901608

 R  90 G  70    320      206.3     75.348		0.4129029328422843 | 0.8448837777901608

 R  90 G  71    318      207.2     79.584		0.4129029328422843 | 0.8348837777901608

 R  90 G  72    324     204.06     85.818		0.4129029328422843 | 0.8348837777901608

 R  90 G  73    324     214.56     71.032		0.3929029328422843 | 0.8348837777901608

 R  90 G  74    314     192.62     82.433		0.4129029328422843 | 0.8348837777901608

 R  90 G  75    318     211.92      74.74		0.45290293284228433 | 0.8148837777901607

 R  90 G  76    320     211.74     67.296		0.3929029328422843 | 0.8348837777901608

 R  90 G  77    326     211.74     76.497		0.3929029328422843 | 0.8448837777901608

 R  90 G  78    326     206.36     83.496		0.4229029328422843 | 0.8148837777901607

 R  90 G  79    318     208.66     79.986		0.4429029328422843 | 0.8148837777901607

 R  90 G  80    320      202.0     84.786		0.3929029328422843 | 0.8448837777901608

 R  90 G  81    320     197.84     81.515		0.3929029328422843 | 0.8348837777901608

 R  90 G  82    328     212.38     68.804		0.3929029328422843 | 0.8448837777901608

 R  90 G  83    320     197.48      87.06		0.3929029328422843 | 0.8348837777901608

 R  90 G  84    322     201.98     77.638		0.4229029328422843 | 0.8048837777901607

 R  90 G  85    324     197.84     84.468		0.38290293284228427 | 0.8348837777901608

 R  90 G  86    322     201.22     81.805		0.4329029328422843 | 0.8048837777901607

 R  90 G  87    324     216.84     75.774		0.38290293284228427 | 0.8448837777901608

 R  90 G  88    328     212.02     78.978		0.3929029328422843 | 0.8348837777901608

 R  90 G  89    320      213.9     76.117		0.4329029328422843 | 0.8048837777901607

 R  90 G  90    322      215.2      73.81		0.4029029328422843 | 0.8348837777901608

 R  90 G  91    322     219.22     80.704		0.4029029328422843 | 0.8448837777901608

 R  90 G  92    322     208.56     72.962		0.36290293284228425 | 0.8448837777901608

 R  90 G  93    322      208.5     81.532		0.4029029328422843 | 0.8248837777901608

 R  90 G  94    322      202.8     87.247		0.3929029328422843 | 0.8448837777901608

 R  90 G  95    318     211.16     83.297		0.4029029328422843 | 0.8248837777901608

 R  90 G  96    326     198.32     85.188		0.37290293284228426 | 0.8348837777901608

 R  90 G  97    326     196.44     81.115		0.37290293284228426 | 0.8348837777901608

 R  90 G  98    322      209.0     77.234		0.37290293284228426 | 0.8248837777901608

 R  90 G  99    320     191.94     84.554		0.4329029328422843 | 0.8448837777901608

90     1###################### RawFitness
           0          0          350

 R  91 G   0    344     200.26     72.194		0.14410126944176194 | 0.5162313371803632

 R  91 G   1    350     201.24     75.372		0.015161746584350655 | 0.7869185995467298

 R  91 G   2    336      203.9     67.363		0.2215448760502865 | 0.23305416797165368

 R  91 G   3    320     193.48     76.078		0.37632915005117606 | 0.8670910083805715

 R  91 G   4    342      211.8     74.379		0.08594012632095482 | 0.3754998223603383

 R  91 G   5    312     207.54      66.63		0.37632915005117606 | 0.8670910083805715

 R  91 G   6    316     213.32     69.544		0.37632915005117606 | 0.8670910083805715

 R  91 G   7    302     212.88     70.423		0.37632915005117606 | 0.8670910083805715

 R  91 G   8    312     203.18      71.66		0.37632915005117606 | 0.8770910083805715

 R  91 G   9    290     200.22     60.795		0.6920257036068057 | 0.018620937251271126

 R  91 G  10    290     210.66     68.716		0.6920257036068057 | 0.028620937251271128

 R  91 G  11    294     204.58     62.348		0.6920257036068057 | 0.028620937251271128

 R  91 G  12    294      206.1     62.329		0.6920257036068057 | 0.018620937251271126

 R  91 G  13    290     207.48     64.952		0.6820257036068057 | 0.018620937251271126

 R  91 G  14    288     192.78     61.238		0.6920257036068057 | 0.028620937251271128

 R  91 G  15    296     205.78     65.242		0.6920257036068057 | 0.028620937251271128

 R  91 G  16    292     202.76     56.997		0.6920257036068057 | 0.028620937251271128

 R  91 G  17    300     207.48     59.079		0.7020257036068057 | 0.03862093725127113

 R  91 G  18    288     199.52     60.135		0.7654610701300677 | 0.5896705615800105

 R  91 G  19    298     212.16      57.74		0.7020257036068057 | 0.03862093725127113

 R  91 G  20    288     209.32     49.149		0.6920257036068057 | 0.028620937251271128

 R  91 G  21    288     204.44     54.906		0.7020257036068057 | 0.028620937251271128

 R  91 G  22    290     217.84     49.585		0.7120257036068057 | 0.03862093725127113

 R  91 G  23    294     213.52     55.413		0.7120257036068057 | 0.028620937251271128

 R  91 G  24    288     205.24     56.594		0.7020257036068057 | 0.03862093725127113

 R  91 G  25    294     200.78     65.343		0.7120257036068057 | 0.04862093725127113

 R  91 G  26    298      213.1     58.668		0.7454610701300677 | 0.5796705615800105

 R  91 G  27    286     203.46     60.603		0.7020257036068057 | 0.03862093725127113

 R  91 G  28    292     207.22     57.523		0.7120257036068057 | 0.03862093725127113

 R  91 G  29    290     223.22     56.354		0.7554610701300677 | 0.5896705615800105

 R  91 G  30    284     202.52     64.247		0.7120257036068057 | 0.03862093725127113

 R  91 G  31    292     220.12     59.329		0.7120257036068057 | 0.04862093725127113

 R  91 G  32    292     205.62     52.255		0.7120257036068057 | 0.03862093725127113

 R  91 G  33    286     210.46     54.599		0.7120257036068057 | 0.03862093725127113

 R  91 G  34    290     210.62     56.832		0.7220257036068057 | 0.028620937251271128

 R  91 G  35    292     212.66     53.555		0.7020257036068057 | 0.03862093725127113

 R  91 G  36    290     211.08     52.578		0.7220257036068057 | 0.028620937251271128

 R  91 G  37    286     206.96     54.627		0.7320257036068057 | 0.028620937251271128

 R  91 G  38    290     212.06      49.57		0.7220257036068057 | 0.028620937251271128

 R  91 G  39    286     214.04     55.713		0.7454610701300677 | 0.5796705615800105

 R  91 G  40    286     200.48      50.08		0.7120257036068057 | 0.018620937251271126

 R  91 G  41    290     213.72     53.397		0.7120257036068057 | 0.028620937251271128

 R  91 G  42    290     208.32     54.454		0.7420257036068058 | 0.028620937251271128

 R  91 G  43    292     208.02     57.933		0.7220257036068057 | 0.028620937251271128

 R  91 G  44    290      213.4     51.985		0.7120257036068057 | 0.03862093725127113

 R  91 G  45    294     198.32     61.853		0.7220257036068057 | 0.028620937251271128

 R  91 G  46    292     207.76     48.503		0.7120257036068057 | 0.03862093725127113

 R  91 G  47    294      217.1     57.298		0.7220257036068057 | 0.04862093725127113

 R  91 G  48    294     204.82      56.68		0.7120257036068057 | 0.04862093725127113

 R  91 G  49    292      204.7     54.918		0.7120257036068057 | 0.028620937251271128

 R  91 G  50    292      217.2     56.322		0.7120257036068057 | 0.04862093725127113

 R  91 G  51    288      211.1     49.813		0.7220257036068057 | 0.028620937251271128

 R  91 G  52    298     211.18     57.932		0.7020257036068057 | 0.03862093725127113

 R  91 G  53    294     207.06     52.223		0.7120257036068057 | 0.04862093725127113

 R  91 G  54    296     207.48     60.251		0.6920257036068057 | 0.03862093725127113

 R  91 G  55    292     199.86     64.238		0.7220257036068057 | 0.03862093725127113

 R  91 G  56    290     205.56     58.316		0.7554610701300677 | 0.5796705615800105

 R  91 G  57    300     212.62     56.296		0.7220257036068057 | 0.058620937251271134

 R  91 G  58    288      212.0     53.517		0.7220257036068057 | 0.04862093725127113

 R  91 G  59    286      202.2     53.806		0.7220257036068057 | 0.04862093725127113

 R  91 G  60    292     215.96     47.241		0.7120257036068057 | 0.04862093725127113

 R  91 G  61    290     211.52     52.049		0.7120257036068057 | 0.058620937251271134

 R  91 G  62    292     204.54     50.926		0.7020257036068057 | 0.058620937251271134

 R  91 G  63    294     209.64     54.879		0.7120257036068057 | 0.06862093725127114

 R  91 G  64    294     208.32     49.358		0.7120257036068057 | 0.028620937251271128

 R  91 G  65    292     207.18     55.382		0.7120257036068057 | 0.028620937251271128

 R  91 G  66    290     213.34     52.264		0.7020257036068057 | 0.018620937251271126

 R  91 G  67    292     213.58     51.903		0.7020257036068057 | 0.028620937251271128

 R  91 G  68    294     208.84     47.344		0.7020257036068057 | 0.03862093725127113

 R  91 G  69    290     197.06     51.704		0.7020257036068057 | 0.028620937251271128

 R  91 G  70    294     214.22     53.897		0.7020257036068057 | 0.03862093725127113

 R  91 G  71    288     207.78     47.532		0.7454610701300677 | 0.5696705615800105

 R  91 G  72    290     215.34     49.601		0.6920257036068057 | 0.028620937251271128

 R  91 G  73    296     213.04     53.085		0.7020257036068057 | 0.03862093725127113

 R  91 G  74    294     208.64     53.048		0.7020257036068057 | 0.028620937251271128

 R  91 G  75    286     205.14     52.672		0.7120257036068057 | 0.03862093725127113

 R  91 G  76    290      208.9     52.315		0.7120257036068057 | 0.03862093725127113

 R  91 G  77    290     215.42     53.293		0.7020257036068057 | 0.018620937251271126

 R  91 G  78    294     205.62     56.753		0.7120257036068057 | 0.028620937251271128

 R  91 G  79    292     211.94     58.141		0.7120257036068057 | 0.028620937251271128

 R  91 G  80    290     210.14     55.809		0.7120257036068057 | 0.03862093725127113

 R  91 G  81    292     206.88     50.586		0.7120257036068057 | 0.018620937251271126

 R  91 G  82    292     216.98     53.038		0.7220257036068057 | 0.008620937251271126

 R  91 G  83    292     196.62     53.087		0.7120257036068057 | 0.03862093725127113

 R  91 G  84    302     200.58     58.505		0.7020257036068057 | 0.04862093725127113

 R  91 G  85    290     201.72     48.618		0.7020257036068057 | 0.028620937251271128

 R  91 G  86    288     201.16     50.037		0.7020257036068057 | 0.008620937251271126

 R  91 G  87    296     211.82     51.695		0.7020257036068057 | 0.028620937251271128

 R  91 G  88    292     215.08     50.311		0.6720257036068057 | 0.028620937251271128

 R  91 G  89    286     211.28     49.278		0.6920257036068057 | 0.028620937251271128

 R  91 G  90    290     204.28     53.289		0.7020257036068057 | 0.028620937251271128

 R  91 G  91    292     204.32     47.777		0.6820257036068057 | 0.028620937251271128

 R  91 G  92    292      207.5      48.88		0.6920257036068057 | 0.03862093725127113

 R  91 G  93    296     211.36     54.902		0.7120257036068057 | 0.028620937251271128

 R  91 G  94    290     211.28     52.574		0.6820257036068057 | 0.028620937251271128

 R  91 G  95    298     190.38     48.629		0.7120257036068057 | 0.028620937251271128

 R  91 G  96    294      218.1     46.835		0.6920257036068057 | 0.028620937251271128

 R  91 G  97    298     209.14     51.161		0.7020257036068057 | 0.028620937251271128

 R  91 G  98    294     206.96     47.499		0.7020257036068057 | 0.028620937251271128

 R  91 G  99    292     208.14     49.531		0.6820257036068057 | 0.03862093725127113

91     1###################### RawFitness
           0          0          350

 R  92 G   0    338     221.38     69.933		0.06153877336710234 | 0.5016004912260175

 R  92 G   1    346     206.78     75.978		0.06153877336710234 | 0.5016004912260175

 R  92 G   2    346      215.0     76.621		0.005145141273926401 | 0.3014258089872759

 R  92 G   3    344     212.22     72.348		0.07153877336710233 | 0.5016004912260175

 R  92 G   4    342     207.26     67.293		0.06153877336710234 | 0.5016004912260175

 R  92 G   5    346     216.12     65.602		0.07153877336710233 | 0.5116004912260175

 R  92 G   6    346     216.46     68.274		0.07153877336710233 | 0.5016004912260175

 R  92 G   7    340     210.74     67.971		0.2061257058974616 | 0.07474326363008199

 R  92 G   8    336     202.14     65.844		0.2161257058974616 | 0.064743263630082

 R  92 G   9    340      210.9     66.519		0.1961257058974616 | 0.064743263630082

 R  92 G  10    334     208.36     64.259		0.2061257058974616 | 0.064743263630082

 R  92 G  11    340      209.8     67.484		0.1961257058974616 | 0.07474326363008199

 R  92 G  12    338      226.0      67.27		0.1961257058974616 | 0.064743263630082

 R  92 G  13    332     206.92     62.177		0.2962292908234405 | 0.3118507796680555

 R  92 G  14    336      212.1     64.468		0.23612570589746162 | 0.064743263630082

 R  92 G  15    334     217.24     70.761		0.2061257058974616 | 0.08474326363008199

 R  92 G  16    336     219.34     69.969		0.1961257058974616 | 0.07474326363008199

 R  92 G  17    334     218.08     70.376		0.2061257058974616 | 0.04474326363008199

 R  92 G  18    336     224.08      71.97		0.1961257058974616 | 0.07474326363008199

 R  92 G  19    340     216.46     63.574		0.1961257058974616 | 0.07474326363008199

 R  92 G  20    338     213.02     64.027		0.1961257058974616 | 0.07474326363008199

 R  92 G  21    334     208.08     67.224		0.1961257058974616 | 0.064743263630082

 R  92 G  22    338     218.02     67.303		0.1961257058974616 | 0.07474326363008199

 R  92 G  23    338     217.02     74.498		0.1961257058974616 | 0.064743263630082

 R  92 G  24    336     217.48     63.005		0.18612570589746158 | 0.08474326363008199

 R  92 G  25    340     212.48     69.041		0.18612570589746158 | 0.09474326363008198

 R  92 G  26    336     208.14     68.381		0.18612570589746158 | 0.08474326363008199

 R  92 G  27    340     211.84     71.596		0.1961257058974616 | 0.064743263630082

